1.#INF00;1.#INF00;9.885951e-001;0.001000
1.#INF00;1.#INF00;9.538981e-001;0.002000
1.#INF00;1.#INF00;9.157374e-001;0.002000
1.#INF00;1.#INF00;8.781431e-001;0.001000
1.#INF00;1.#INF00;8.418928e-001;0.001000
1.#INF00;1.#INF00;8.070961e-001;0.001000
1.#INF00;1.#INF00;7.737270e-001;0.000000
1.#INF00;1.#INF00;7.417336e-001;0.001000
1.#INF00;1.#INF00;7.110605e-001;0.002000
1.#INF00;1.#INF00;6.816535e-001;0.001000
0.442070;0.202615;6.534604e-001;0.001000
1.#INF00;1.#INF00;6.264311e-001;0.002000
1.#INF00;1.#INF00;6.005176e-001;0.001000
1.#INF00;1.#INF00;5.756738e-001;0.001000
0.899208;0.412137;5.518556e-001;0.001000
1.#INF00;1.#INF00;5.290206e-001;0.001000
1.#INF00;1.#INF00;5.071282e-001;0.000000
1.068360;0.489665;4.861395e-001;0.001000
1.137641;0.521419;4.660173e-001;0.001000
1.#INF00;1.#INF00;4.467256e-001;0.001000
1.#INF00;1.#INF00;4.282304e-001;0.001000
1.123246;0.514821;4.104986e-001;0.001000
1.#INF00;1.#INF00;3.934988e-001;0.001000
1.432929;0.656759;3.772008e-001;0.001000
1.#INF00;1.#INF00;3.615755e-001;0.001000
1.555292;0.712842;3.465953e-001;0.002000
1.138344;0.521741;3.322334e-001;0.001000
1.674930;0.767676;3.184645e-001;0.001000
1.#INF00;1.#INF00;3.052638e-001;0.002000
1.800130;0.825060;2.926082e-001;0.003000
1.#INF00;1.#INF00;2.804749e-001;0.002000
0.928414;0.425523;2.688425e-001;0.005000
1.901700;0.871612;2.576903e-001;0.001000
1.628236;0.746275;2.469984e-001;0.002000
1.#INF00;1.#INF00;2.367479e-001;0.002000
2.166355;0.992913;2.269206e-001;0.002000
1.923834;0.881757;2.174989e-001;0.002000
1.#INF00;1.#INF00;2.084662e-001;0.002000
1.864844;0.854720;1.998063e-001;0.001000
2.402465;1.101130;1.915039e-001;0.001000
2.470191;1.132171;1.835443e-001;0.001000
2.529834;1.159507;1.759132e-001;0.001000
1.808071;0.828699;1.685971e-001;0.002000
1.097202;0.502884;1.615830e-001;0.002000
1.343371;0.615712;1.548585e-001;0.002000
1.378621;0.631868;1.484115e-001;0.002000
2.241413;1.027314;1.422307e-001;0.002000
2.862463;1.311962;1.363051e-001;0.002000
2.835423;1.299569;1.306240e-001;0.002000
2.982439;1.366951;1.251775e-001;0.002000
1.534685;0.703397;1.199558e-001;0.001000
1.413047;0.647647;1.149496e-001;0.002000
2.316007;1.061503;1.101501e-001;0.003000
2.478939;1.136180;1.055487e-001;0.003000
2.513384;1.151967;1.011373e-001;0.003000
3.356242;1.538278;9.690799e-002;0.003000
1.702210;0.780179;9.285326e-002;0.003000
1.741580;0.798224;8.896590e-002;0.002000
1.709399;0.783474;8.523901e-002;0.002000
1.733183;0.794376;8.166597e-002;0.003000
1.835384;0.841218;7.824043e-002;0.002000
1.800463;0.825212;7.495629e-002;0.002000
2.650806;1.214953;7.180772e-002;0.002000
1.747816;0.801082;6.878912e-002;0.004000
