1.#INF00;1.#INF00;9.947327e-001;0.003000
2.653843;1.216345;3.254096e-004;0.058000
2.852834;1.307549;3.254841e-004;0.054000
2.899313;1.328852;3.255571e-004;0.053000
2.605036;1.193975;3.256286e-004;0.058000
2.762147;1.265984;3.256986e-004;0.056000
2.701292;1.238092;3.257672e-004;0.057000
2.804259;1.285285;3.258344e-004;0.056000
2.596148;1.189901;3.259002e-004;0.060000
2.560898;1.173745;3.259647e-004;0.061000
2.865223;1.313227;3.260278e-004;0.054000
2.710348;1.242243;3.260897e-004;0.057000
2.474313;1.134060;3.261503e-004;0.063000
2.801697;1.284111;3.262096e-004;0.057000
2.632742;1.206673;3.262678e-004;0.058000
2.516755;1.153513;3.263247e-004;0.062000
2.764096;1.266877;3.263805e-004;0.058000
2.298468;1.053464;3.264351e-004;0.068000
2.414164;1.106492;3.264887e-004;0.065000
2.674416;1.225774;3.265411e-004;0.058000
2.529970;1.159570;3.265925e-004;0.062000
2.546587;1.167186;3.266428e-004;0.063000
2.513970;1.152236;3.266920e-004;0.063000
2.602038;1.192601;3.267403e-004;0.060000
2.853255;1.307742;3.267876e-004;0.055000
2.671417;1.224399;3.268339e-004;0.059000
2.372081;1.087204;3.268793e-004;0.068000
2.631378;1.206048;3.269237e-004;0.060000
2.803659;1.285010;3.269673e-004;0.056000
2.232150;1.023069;3.270099e-004;0.073000
2.205141;1.010690;3.270517e-004;0.072000
2.093072;0.959325;3.270926e-004;0.075000
2.523653;1.156674;3.271327e-004;0.063000
1.921061;0.880486;3.271719e-004;0.082000
2.578125;1.181641;3.272104e-004;0.063000
2.515493;1.152934;3.272480e-004;0.063000
2.558365;1.172584;3.272849e-004;0.062000
2.757546;1.263875;3.273211e-004;0.059000
2.838417;1.300941;3.273565e-004;0.057000
2.829099;1.296670;3.273912e-004;0.057000
2.409703;1.104447;3.274251e-004;0.067000
2.645129;1.212351;3.274584e-004;0.061000
2.583820;1.184251;3.274910e-004;0.063000
2.489729;1.141126;3.275229e-004;0.065000
2.609698;1.196112;3.275542e-004;0.063000
2.245924;1.029382;3.275848e-004;0.073000
2.468528;1.131408;3.276148e-004;0.065000
2.786388;1.277095;3.276442e-004;0.059000
2.516958;1.153606;3.276730e-004;0.064000
2.832285;1.298131;3.277012e-004;0.058000
2.304891;1.056408;3.277289e-004;0.071000
2.748957;1.259939;3.277559e-004;0.060000
2.404244;1.101945;3.277824e-004;0.069000
2.521327;1.155608;3.278084e-004;0.065000
2.787790;1.277737;3.278338e-004;0.059000
2.758276;1.264210;3.278587e-004;0.060000
2.839936;1.301637;3.278831e-004;0.059000
2.785431;1.276656;3.279070e-004;0.060000
2.495974;1.143988;3.279305e-004;0.067000
2.607299;1.195012;3.279534e-004;0.064000
2.792545;1.279917;3.279759e-004;0.060000
2.678273;1.227542;3.279979e-004;0.062000
2.955090;1.354416;3.280194e-004;0.057000
2.718598;1.246024;3.280405e-004;0.061000
2.611533;1.196953;3.280612e-004;0.063000
2.891670;1.325349;3.280815e-004;0.058000
2.903849;1.330931;3.281013e-004;0.058000
2.869783;1.315317;3.281208e-004;0.059000
2.620822;1.201210;3.281398e-004;0.063000
2.935411;1.345397;3.281585e-004;0.057000
2.765250;1.267406;3.281768e-004;0.062000
2.533526;1.161199;3.281947e-004;0.066000
2.783589;1.275812;3.282122e-004;0.061000
2.822844;1.293804;3.282294e-004;0.061000
2.875514;1.317944;3.282462e-004;0.060000
2.593953;1.188895;3.282627e-004;0.066000
2.621060;1.201319;3.282788e-004;0.065000
2.589490;1.186850;3.282946e-004;0.066000
2.717290;1.245425;3.283101e-004;0.063000
2.939068;1.347073;3.283253e-004;0.058000
2.871299;1.316012;3.283401e-004;0.060000
2.385896;1.093536;3.283547e-004;0.071000
2.446149;1.121152;3.283690e-004;0.069000
2.518200;1.154175;3.283829e-004;0.069000
2.524155;1.156904;3.283966e-004;0.068000
2.456303;1.125806;3.284100e-004;0.071000
2.990221;1.370518;3.284231e-004;0.056000
2.952753;1.353345;3.284360e-004;0.059000
2.919447;1.338080;3.284486e-004;0.059000
2.684818;1.230542;3.284609e-004;0.065000
2.893424;1.326153;3.284730e-004;0.061000
2.835311;1.299517;3.284849e-004;0.062000
2.722928;1.248009;3.284964e-004;0.063000
2.454534;1.124995;3.285078e-004;0.070000
2.776076;1.272368;3.285189e-004;0.062000
2.693391;1.234471;3.285298e-004;0.063000
2.735331;1.253693;3.285405e-004;0.064000
2.603262;1.193162;3.285510e-004;0.067000
2.612366;1.197334;3.285612e-004;0.067000
2.761365;1.265625;3.285712e-004;0.064000
2.830695;1.297402;3.285811e-004;0.063000
2.607657;1.195176;3.285907e-004;0.068000
2.379334;1.090528;3.286001e-004;0.074000
2.702150;1.238486;3.286094e-004;0.065000
2.712215;1.243099;3.286184e-004;0.065000
2.657611;1.218072;3.286273e-004;0.066000
2.888788;1.324028;3.286360e-004;0.062000
2.659744;1.219049;3.286445e-004;0.066000
2.965413;1.359147;3.286528e-004;0.060000
2.818795;1.291948;3.286610e-004;0.064000
2.754063;1.262279;3.286690e-004;0.064000
2.331614;1.068656;3.286768e-004;0.076000
2.812787;1.289194;3.286845e-004;0.064000
2.851809;1.307079;3.286920e-004;0.064000
2.971257;1.361826;3.286993e-004;0.061000
2.843852;1.303432;3.287065e-004;0.064000
2.684553;1.230420;3.287136e-004;0.066000
2.691313;1.233518;3.287205e-004;0.066000
2.312080;1.059703;3.287273e-004;0.077000
2.422144;1.110149;3.287339e-004;0.075000
2.083289;0.954841;3.287404e-004;0.085000
2.319813;1.063248;3.287468e-004;0.078000
2.174889;0.996824;3.287530e-004;0.082000
2.487485;1.140097;3.287592e-004;0.072000
2.460052;1.127524;3.287651e-004;0.074000
2.408560;1.103923;3.287710e-004;0.076000
2.314840;1.060968;3.287767e-004;0.079000
2.126256;0.974534;3.287824e-004;0.084000
2.075275;0.951168;3.287879e-004;0.087000
2.097152;0.961195;3.287933e-004;0.086000
2.246560;1.029673;3.287986e-004;0.081000
2.335208;1.070304;3.288038e-004;0.078000
2.078656;0.952717;3.288088e-004;0.088000
2.482643;1.137878;3.288138e-004;0.074000
2.160871;0.990399;3.288187e-004;0.084000
2.450935;1.123345;3.288234e-004;0.074000
1.861223;0.853060;3.288281e-004;0.099000
2.356607;1.080112;3.288327e-004;0.080000
2.105465;0.965005;3.288372e-004;0.087000
2.241080;1.027162;3.288415e-004;0.083000
2.316083;1.061538;3.288458e-004;0.079000
2.416237;1.107442;3.288501e-004;0.076000
2.070350;0.948910;3.288542e-004;0.090000
2.210532;1.013160;3.288582e-004;0.084000
2.364224;1.083603;3.288622e-004;0.079000
2.436001;1.116501;3.288661e-004;0.077000
2.221946;1.018392;3.288699e-004;0.084000
2.702317;1.238562;3.288736e-004;0.070000
2.326619;1.066367;3.288772e-004;0.082000
2.406566;1.103009;3.288808e-004;0.078000
2.571099;1.178420;3.288843e-004;0.073000
1.003264;0.459829;3.288877e-004;0.186000
1.511341;0.692698;3.288911e-004;0.123000
1.636745;0.750175;3.288944e-004;0.117000
2.419255;1.108825;3.288976e-004;0.080000
2.359233;1.081315;3.289007e-004;0.079000
2.371367;1.086877;3.289038e-004;0.080000
2.633042;1.206811;3.289069e-004;0.073000
2.343104;1.073923;3.289098e-004;0.082000
2.455531;1.125452;3.289127e-004;0.077000
2.639070;1.209574;3.289156e-004;0.072000
2.753296;1.261927;3.289184e-004;0.069000
2.989490;1.370183;3.289211e-004;0.065000
2.537960;1.163232;3.289238e-004;0.075000
2.962586;1.357852;3.289264e-004;0.065000
2.717733;1.245628;3.289289e-004;0.071000
2.685681;1.230937;3.289314e-004;0.071000
2.792510;1.279900;3.289339e-004;0.070000
2.789146;1.278358;3.289363e-004;0.069000
2.892366;1.325668;3.289387e-004;0.067000
2.677867;1.227356;3.289410e-004;0.073000
2.810036;1.287933;3.289433e-004;0.069000
2.657601;1.218067;3.289455e-004;0.073000
3.037229;1.392063;3.289477e-004;0.064000
2.742773;1.257104;3.289498e-004;0.071000
2.990518;1.370654;3.289519e-004;0.065000
2.472267;1.133122;3.289539e-004;0.078000
2.642551;1.211169;3.289559e-004;0.074000
2.764787;1.267194;3.289579e-004;0.071000
2.636149;1.208235;3.289598e-004;0.074000
2.778937;1.273680;3.289617e-004;0.070000
2.697746;1.236467;3.289635e-004;0.072000
2.700595;1.237773;3.289653e-004;0.073000
2.659474;1.218926;3.289671e-004;0.075000
2.784230;1.276105;3.289688e-004;0.070000
2.585040;1.184810;3.289705e-004;0.076000
2.781055;1.274650;3.289722e-004;0.070000
2.769015;1.269132;3.289738e-004;0.072000
2.743688;1.257524;3.289754e-004;0.071000
2.361733;1.082461;3.289770e-004;0.083000
2.131358;0.976872;3.289785e-004;0.091000
2.420010;1.109171;3.289800e-004;0.082000
2.660739;1.219505;3.289815e-004;0.074000
1.873698;0.858778;3.289829e-004;0.105000
2.456251;1.125782;3.289843e-004;0.080000
2.609757;1.196138;3.289857e-004;0.075000
2.372725;1.087499;3.289870e-004;0.084000
2.237835;1.025675;3.289884e-004;0.088000
2.504674;1.147976;3.289897e-004;0.079000
2.692462;1.234045;3.289909e-004;0.074000
2.709889;1.242032;3.289922e-004;0.073000
2.852422;1.307360;3.289934e-004;0.070000
2.826618;1.295533;3.289946e-004;0.071000
2.800068;1.283364;3.289958e-004;0.071000
2.642098;1.210962;3.289969e-004;0.074000
2.421047;1.109646;3.289980e-004;0.082000
2.650245;1.214696;3.289991e-004;0.075000
2.566419;1.176275;3.290002e-004;0.079000
2.685692;1.230942;3.290013e-004;0.074000
2.906128;1.331976;3.290023e-004;0.070000
2.567957;1.176980;3.290033e-004;0.080000
2.723901;1.248454;3.290043e-004;0.075000
2.818793;1.291947;3.290053e-004;0.072000
2.652238;1.215609;3.290062e-004;0.076000
2.847795;1.305239;3.290071e-004;0.072000
2.676331;1.226652;3.290081e-004;0.075000
2.846012;1.304422;3.290090e-004;0.072000
2.591169;1.187619;3.290098e-004;0.078000
2.946403;1.350435;3.290107e-004;0.069000
2.735794;1.253906;3.290115e-004;0.074000
2.763196;1.266465;3.290124e-004;0.074000
2.883546;1.321625;3.290132e-004;0.071000
2.747027;1.259054;3.290139e-004;0.075000
1.652849;0.757556;3.290147e-004;0.123000
2.662634;1.220374;3.290155e-004;0.077000
2.830702;1.297405;3.290162e-004;0.073000
2.573654;1.179592;3.290169e-004;0.081000
2.466838;1.130634;3.290177e-004;0.084000
2.552413;1.169856;3.290184e-004;0.081000
2.705106;1.239840;3.290190e-004;0.077000
2.675658;1.226343;3.290197e-004;0.077000
2.601601;1.192400;3.290204e-004;0.080000
2.913816;1.335499;3.290210e-004;0.072000
2.781606;1.274903;3.290216e-004;0.075000
2.862870;1.312149;3.290223e-004;0.073000
2.810872;1.288316;3.290229e-004;0.075000
2.627356;1.204205;3.290234e-004;0.080000
2.750372;1.260587;3.290240e-004;0.076000
2.850542;1.306498;3.290246e-004;0.075000
2.897353;1.327953;3.290252e-004;0.072000
2.794615;1.280865;3.290257e-004;0.076000
2.816803;1.291035;3.290262e-004;0.074000
2.886442;1.322952;3.290268e-004;0.073000
2.766675;1.268059;3.290273e-004;0.076000
2.770203;1.269676;3.290278e-004;0.076000
2.740000;1.255833;3.290283e-004;0.077000
2.877812;1.318997;3.290287e-004;0.073000
2.947301;1.350846;3.290292e-004;0.072000
2.783879;1.275944;3.290297e-004;0.076000
2.593328;1.188609;3.290301e-004;0.083000
2.876910;1.318584;3.290306e-004;0.074000
2.614401;1.198267;3.290310e-004;0.081000
2.774118;1.271471;3.290314e-004;0.077000
2.659855;1.219100;3.290318e-004;0.080000
2.828951;1.296603;3.290322e-004;0.076000
2.967385;1.360052;3.290326e-004;0.072000
2.837932;1.300719;3.290330e-004;0.076000
2.683318;1.229854;3.290334e-004;0.080000
2.880762;1.320349;3.290338e-004;0.075000
2.732480;1.252387;3.290342e-004;0.077000
2.896766;1.327685;3.290345e-004;0.074000
2.753948;1.262226;3.290349e-004;0.077000
2.786554;1.277171;3.290352e-004;0.077000
2.964940;1.358931;3.290356e-004;0.073000
2.506994;1.149039;3.290359e-004;0.085000
2.719221;1.246309;3.290362e-004;0.080000
2.881532;1.320702;3.290365e-004;0.076000
2.836950;1.300269;3.290368e-004;0.076000
2.753367;1.261960;3.290371e-004;0.078000
2.818112;1.291635;3.290374e-004;0.077000
2.899386;1.328885;3.290377e-004;0.075000
2.956471;1.355049;3.290380e-004;0.074000
2.873859;1.317185;3.290383e-004;0.076000
2.871139;1.315939;3.290386e-004;0.076000
2.827197;1.295798;3.290389e-004;0.077000
2.934994;1.345206;3.290391e-004;0.075000
2.901794;1.329989;3.290394e-004;0.078000
2.999369;1.374711;3.290396e-004;0.074000
2.802905;1.284665;3.290399e-004;0.078000
2.867282;1.314171;3.290401e-004;0.076000
2.702870;1.238815;3.290404e-004;0.082000
2.729579;1.251057;3.290406e-004;0.082000
2.362382;1.082759;3.290408e-004;0.094000
2.593039;1.188476;3.290410e-004;0.085000
2.719350;1.246369;3.290413e-004;0.081000
2.852985;1.307618;3.290415e-004;0.077000
2.636875;1.208568;3.290417e-004;0.083000
2.591916;1.187962;3.290419e-004;0.085000
2.850649;1.306547;3.290421e-004;0.077000
2.620472;1.201050;3.290423e-004;0.086000
2.929899;1.342871;3.290425e-004;0.076000
2.725820;1.249334;3.290427e-004;0.081000
2.881366;1.320626;3.290429e-004;0.077000
2.664203;1.221093;3.290430e-004;0.083000
2.909755;1.333638;3.290432e-004;0.077000
2.886704;1.323072;3.290434e-004;0.078000
2.968399;1.360516;3.290436e-004;0.076000
2.650880;1.214987;3.290437e-004;0.084000
2.648379;1.213840;3.290439e-004;0.084000
2.372601;1.087442;3.290441e-004;0.094000
2.900507;1.329399;3.290442e-004;0.077000
2.733303;1.252764;3.290444e-004;0.081000
2.902811;1.330455;3.290445e-004;0.078000
2.717422;1.245485;3.290447e-004;0.083000
2.745236;1.258233;3.290448e-004;0.082000
2.945006;1.349795;3.290450e-004;0.076000
3.017160;1.382865;3.290451e-004;0.075000
2.188598;1.003108;3.290452e-004;0.102000
2.724973;1.248946;3.290454e-004;0.083000
2.773570;1.271219;3.290455e-004;0.082000
2.744845;1.258054;3.290456e-004;0.084000
2.615083;1.198580;3.290458e-004;0.088000
2.601646;1.192421;3.290459e-004;0.087000
2.719838;1.246592;3.290460e-004;0.083000
2.703893;1.239284;3.290461e-004;0.083000
2.864737;1.313004;3.290462e-004;0.079000
2.823028;1.293888;3.290463e-004;0.080000
2.854718;1.308412;3.290465e-004;0.080000
2.771342;1.270198;3.290466e-004;0.082000
1.980714;0.907827;3.290467e-004;0.116000
2.605663;1.194262;3.290468e-004;0.088000
2.748192;1.259588;3.290469e-004;0.083000
2.614265;1.198205;3.290470e-004;0.088000
2.435552;1.116295;3.290471e-004;0.095000
2.214547;1.015001;3.290472e-004;0.104000
2.697373;1.236296;3.290473e-004;0.085000
2.462840;1.128802;3.290474e-004;0.094000
2.468716;1.131495;3.290474e-004;0.095000
2.770724;1.269915;3.290475e-004;0.084000
2.637609;1.208904;3.290476e-004;0.087000
2.555953;1.171478;3.290477e-004;0.090000
2.722648;1.247880;3.290478e-004;0.085000
2.885305;1.322431;3.290479e-004;0.081000
2.630933;1.205844;3.290479e-004;0.089000
2.935318;1.345354;3.290480e-004;0.080000
2.547835;1.167758;3.290481e-004;0.091000
2.974346;1.363242;3.290482e-004;0.079000
2.887907;1.323624;3.290483e-004;0.081000
2.735565;1.253801;3.290483e-004;0.085000
2.214605;1.015027;3.290484e-004;0.104000
1.860268;0.852623;3.290485e-004;0.124000
2.279776;1.044897;3.290485e-004;0.103000
2.356744;1.080174;3.290486e-004;0.100000
2.327308;1.066683;3.290487e-004;0.100000
2.671979;1.224657;3.290487e-004;0.088000
2.496962;1.144441;3.290488e-004;0.094000
2.129138;0.975855;3.290488e-004;0.110000
2.854214;1.308181;3.290489e-004;0.083000
2.335541;1.070456;3.290490e-004;0.100000
2.669714;1.223619;3.290490e-004;0.089000
2.383643;1.092503;3.290491e-004;0.098000
2.763468;1.266590;3.290491e-004;0.085000
2.480635;1.136958;3.290492e-004;0.095000
2.721205;1.247219;3.290492e-004;0.086000
2.123717;0.973370;3.290493e-004;0.112000
2.867730;1.314376;3.290493e-004;0.084000
2.351073;1.077575;3.290494e-004;0.100000
2.755139;1.262772;3.290494e-004;0.087000
2.887777;1.323564;3.290495e-004;0.083000
2.848257;1.305451;3.290495e-004;0.084000
2.843056;1.303067;3.290496e-004;0.084000
1.485931;0.681052;3.290496e-004;0.159000
2.410083;1.104621;3.290497e-004;0.100000
2.546449;1.167122;3.290497e-004;0.095000
2.609398;1.195974;3.290498e-004;0.092000
2.839845;1.301596;3.290498e-004;0.085000
2.848323;1.305481;3.290498e-004;0.084000
2.790228;1.278855;3.290499e-004;0.086000
2.320704;1.063656;3.290499e-004;0.103000
2.677624;1.227244;3.290500e-004;0.089000
2.585199;1.184883;3.290500e-004;0.093000
2.819927;1.292466;3.290500e-004;0.085000
2.800753;1.283678;3.290501e-004;0.086000
2.738015;1.254923;3.290501e-004;0.088000
2.645936;1.212721;3.290501e-004;0.092000
2.795237;1.281150;3.290502e-004;0.087000
2.767759;1.268556;3.290502e-004;0.088000
2.855865;1.308938;3.290502e-004;0.084000
2.957176;1.355372;3.290503e-004;0.083000
2.693528;1.234534;3.290503e-004;0.090000
2.453345;1.124450;3.290503e-004;0.100000
2.776565;1.272592;3.290503e-004;0.088000
2.469694;1.131943;3.290504e-004;0.098000
2.609676;1.196101;3.290504e-004;0.093000
2.529678;1.159436;3.290504e-004;0.097000
2.345653;1.075091;3.290505e-004;0.104000
2.845938;1.304388;3.290505e-004;0.086000
2.473226;1.133562;3.290505e-004;0.098000
2.664014;1.221007;3.290505e-004;0.093000
2.654102;1.216464;3.290506e-004;0.092000
2.473635;1.133750;3.290506e-004;0.099000
2.616826;1.199379;3.290506e-004;0.095000
2.802224;1.284353;3.290506e-004;0.088000
2.668357;1.222997;3.290507e-004;0.092000
2.867181;1.314125;3.290507e-004;0.085000
