1.#INF00;1.#INF00;9.947327e-001;0.003000
3.094281;1.418212;2.054008e-001;0.008000
2.735133;1.253603;2.011924e-001;0.009000
2.564752;1.175511;1.970702e-001;0.009000
2.705643;1.240087;1.930322e-001;0.010000
3.037494;1.392185;1.890768e-001;0.008000
2.874017;1.317258;1.852024e-001;0.009000
2.693332;1.234444;1.814072e-001;0.012000
2.798306;1.282557;1.776896e-001;0.010000
2.956641;1.355127;1.740481e-001;0.010000
3.017818;1.383166;1.704810e-001;0.009000
2.352946;1.078433;1.669870e-001;0.011000
2.775499;1.272104;1.635644e-001;0.009000
1.838636;0.842708;1.602118e-001;0.014000
1.924728;0.882167;1.569278e-001;0.014000
2.993123;1.371848;1.537110e-001;0.010000
2.087519;0.956779;1.505600e-001;0.014000
2.827790;1.296070;1.474734e-001;0.011000
2.722101;1.247630;1.444500e-001;0.011000
2.589618;1.186908;1.414884e-001;0.010000
2.917690;1.337274;1.385874e-001;0.012000
2.318613;1.062698;1.357458e-001;0.012000
2.799266;1.282997;1.329623e-001;0.011000
2.556204;1.171593;1.302357e-001;0.012000
2.430318;1.113896;1.275649e-001;0.012000
2.620436;1.201033;1.249487e-001;0.012000
1.613169;0.739369;1.223860e-001;0.019000
2.677558;1.227214;1.198758e-001;0.011000
2.525301;1.157429;1.174169e-001;0.012000
2.206981;1.011533;1.150083e-001;0.014000
2.856567;1.309260;1.126490e-001;0.012000
2.511873;1.151275;1.103380e-001;0.013000
2.609967;1.196235;1.080742e-001;0.013000
2.629783;1.205317;1.058567e-001;0.012000
2.761170;1.265536;1.036846e-001;0.012000
2.641524;1.210699;1.015569e-001;0.013000
2.870143;1.315482;9.947276e-002;0.012000
3.033951;1.390561;9.743124e-002;0.011000
2.561464;1.174004;9.543147e-002;0.013000
2.993244;1.371903;9.347262e-002;0.012000
2.414037;1.106434;9.155383e-002;0.014000
2.739706;1.255699;8.967430e-002;0.014000
2.390957;1.095855;8.783321e-002;0.015000
2.423821;1.110918;8.602979e-002;0.015000
2.426056;1.111943;8.426325e-002;0.016000
3.262385;1.495260;8.253285e-002;0.012000
2.068562;0.948091;8.083785e-002;0.018000
2.583354;1.184037;7.917752e-002;0.015000
2.783214;1.275640;7.755115e-002;0.013000
2.284670;1.047141;7.595806e-002;0.016000
2.561561;1.174049;7.439755e-002;0.014000
2.567020;1.176551;7.286896e-002;0.014000
2.816887;1.291073;7.137164e-002;0.015000
2.607182;1.194958;6.990495e-002;0.014000
2.777650;1.273089;6.846826e-002;0.014000
2.511066;1.150905;6.706097e-002;0.014000
2.908649;1.333131;6.568245e-002;0.014000
2.687403;1.231726;6.433214e-002;0.017000
2.472715;1.133328;6.300945e-002;0.016000
2.395948;1.098143;6.171382e-002;0.015000
2.146773;0.983938;6.044469e-002;0.017000
1.814298;0.831553;5.920152e-002;0.021000
2.465629;1.130080;5.798378e-002;0.016000
1.867792;0.856071;5.679095e-002;0.022000
2.925836;1.341008;5.562252e-002;0.015000
3.049947;1.397893;5.447800e-002;0.014000
2.647329;1.213359;5.335688e-002;0.016000
2.887725;1.323541;5.225870e-002;0.014000
2.821499;1.293187;5.118298e-002;0.015000
2.077057;0.951985;5.012927e-002;0.161000
1.893717;0.867954;4.909711e-002;0.021000
1.507896;0.691119;4.808607e-002;0.028000
1.541836;0.706675;4.709571e-002;0.027000
1.522126;0.697641;4.612560e-002;0.025000
2.261323;1.036439;4.517535e-002;0.019000
2.318868;1.062815;4.424452e-002;0.017000
2.349506;1.076857;4.333274e-002;0.019000
1.464927;0.671425;4.243962e-002;0.028000
2.122196;0.972673;4.156476e-002;0.021000
2.112045;0.968020;4.070779e-002;0.020000
1.685757;0.772638;3.986836e-002;0.026000
1.674983;0.767701;3.904610e-002;0.025000
2.116705;0.970156;3.824066e-002;0.022000
2.158420;0.989276;3.745169e-002;0.021000
2.537743;1.163132;3.667887e-002;0.018000
2.334004;1.069752;3.592185e-002;0.018000
2.369745;1.086133;3.518032e-002;0.019000
2.438952;1.117853;3.445396e-002;0.018000
2.442637;1.119542;3.374245e-002;0.019000
2.526475;1.157968;3.304550e-002;0.018000
2.247129;1.029934;3.236281e-002;0.021000
2.165523;0.992531;3.169408e-002;0.022000
2.278396;1.044265;3.103903e-002;0.021000
2.266921;1.039005;3.039738e-002;0.019000
2.487273;1.140000;2.976886e-002;0.019000
2.190603;1.004026;2.915319e-002;0.022000
1.759386;0.806385;2.855012e-002;0.026000
1.411532;0.646952;2.795938e-002;0.033000
1.882401;0.862767;2.738073e-002;0.024000
2.612588;1.197436;2.681391e-002;0.018000
2.850055;1.306275;2.625869e-002;0.017000
2.454597;1.125024;2.571483e-002;0.020000
2.460600;1.127775;2.518209e-002;0.019000
2.748111;1.259551;2.466025e-002;0.017000
2.550793;1.169113;2.414908e-002;0.019000
2.506014;1.148590;2.364837e-002;0.020000
3.089488;1.416015;2.315791e-002;0.016000
2.604081;1.193537;2.267747e-002;0.019000
2.951722;1.352873;2.220687e-002;0.018000
2.779598;1.273982;2.174589e-002;0.019000
2.698748;1.236926;2.129434e-002;0.019000
2.532274;1.160626;2.085203e-002;0.020000
2.808130;1.287060;2.041876e-002;0.018000
2.539977;1.164156;1.999436e-002;0.020000
2.816066;1.290697;1.957864e-002;0.018000
2.651614;1.215323;1.917142e-002;0.019000
2.772658;1.270802;1.877254e-002;0.019000
2.646665;1.213055;1.838181e-002;0.019000
2.852439;1.307368;1.799907e-002;0.019000
2.857516;1.309695;1.762417e-002;0.019000
2.715674;1.244684;1.725693e-002;0.019000
2.590503;1.187314;1.689721e-002;0.021000
2.808749;1.287343;1.654484e-002;0.019000
2.719527;1.246450;1.619969e-002;0.021000
1.537533;0.704703;1.586159e-002;0.037000
2.371947;1.087142;1.553041e-002;0.024000
2.800495;1.283560;1.520600e-002;0.021000
2.743492;1.257434;1.488823e-002;0.020000
2.991285;1.371005;1.457696e-002;0.019000
2.612424;1.197361;1.427206e-002;0.021000
2.359216;1.081307;1.397339e-002;0.024000
2.941841;1.348344;1.368084e-002;0.020000
2.214383;1.014925;1.339426e-002;0.025000
2.636249;1.208281;1.311355e-002;0.021000
2.821011;1.292963;1.283859e-002;0.020000
2.398523;1.099323;1.256924e-002;0.024000
2.385890;1.093533;1.230541e-002;0.024000
2.726552;1.249670;1.204697e-002;0.022000
2.564381;1.175341;1.179383e-002;0.022000
2.889279;1.324253;1.154585e-002;0.021000
2.627652;1.204341;1.130296e-002;0.023000
2.558331;1.172569;1.106503e-002;0.023000
2.483581;1.138308;1.083196e-002;0.024000
2.466139;1.130314;1.060367e-002;0.023000
2.658118;1.218304;1.038004e-002;0.023000
2.860961;1.311274;1.016099e-002;0.021000
2.304217;1.056100;9.946420e-003;0.025000
2.405053;1.102316;9.736240e-003;0.025000
2.744597;1.257941;9.530358e-003;0.023000
2.228984;1.021618;9.328688e-003;0.026000
2.903577;1.330806;9.131144e-003;0.021000
2.585879;1.185195;8.937640e-003;0.023000
2.710075;1.242118;8.748095e-003;0.022000
2.616611;1.199280;8.562427e-003;0.024000
2.706381;1.240424;8.380557e-003;0.023000
2.640229;1.210105;8.202407e-003;0.023000
2.669962;1.223733;8.027902e-003;0.024000
2.592673;1.188308;7.856966e-003;0.023000
2.632672;1.206641;7.689527e-003;0.024000
2.783556;1.275797;7.525513e-003;0.023000
2.592385;1.188176;7.364854e-003;0.025000
2.641382;1.210633;7.207481e-003;0.025000
2.939882;1.347446;7.053328e-003;0.021000
2.538770;1.163603;6.902328e-003;0.025000
2.405395;1.102473;6.754416e-003;0.026000
2.587443;1.185911;6.609531e-003;0.025000
2.953357;1.353622;6.467609e-003;0.023000
2.629889;1.205366;6.328591e-003;0.025000
2.746779;1.258941;6.192416e-003;0.025000
2.733483;1.252846;6.059026e-003;0.023000
2.763109;1.266425;5.928366e-003;0.024000
2.526106;1.157799;5.800378e-003;0.026000
2.921279;1.338920;5.675008e-003;0.024000
2.839553;1.301462;5.552203e-003;0.024000
2.500221;1.145935;5.431910e-003;0.026000
2.854443;1.308286;5.314077e-003;0.025000
2.733918;1.253046;5.198655e-003;0.025000
2.377910;1.089875;5.085594e-003;0.028000
2.152206;0.986428;4.974846e-003;0.046000
2.566944;1.176516;4.866363e-003;0.027000
1.581498;0.724853;4.760100e-003;0.046000
2.596334;1.189986;4.656010e-003;0.026000
1.886376;0.864589;4.554049e-003;0.035000
1.958210;0.897513;4.454174e-003;0.036000
2.546956;1.167355;4.356342e-003;0.026000
2.593853;1.188850;4.260511e-003;0.026000
2.258893;1.035326;4.166641e-003;0.030000
2.752500;1.261562;4.074691e-003;0.025000
2.605718;1.194287;3.984621e-003;0.027000
2.226009;1.020254;3.896395e-003;0.032000
2.740911;1.256251;3.809973e-003;0.026000
2.043600;0.936650;3.725318e-003;0.033000
2.593073;1.188492;3.642396e-003;0.027000
2.649964;1.214567;3.561169e-003;0.028000
1.559458;0.714752;3.481605e-003;0.045000
1.589980;0.728741;3.403668e-003;0.045000
2.672425;1.224861;3.327325e-003;0.028000
2.608696;1.195652;3.252543e-003;0.028000
2.218853;1.016974;3.179292e-003;0.031000
2.058615;0.943532;3.107539e-003;0.035000
2.330929;1.068342;3.037254e-003;0.032000
1.385929;0.635217;2.968406e-003;0.050000
1.796524;0.823407;2.900967e-003;0.039000
2.563504;1.174939;2.834907e-003;0.029000
2.642624;1.211203;2.770199e-003;0.028000
2.657366;1.217960;2.706814e-003;0.028000
2.069215;0.948390;2.644726e-003;0.036000
2.835867;1.299772;2.583908e-003;0.026000
2.666862;1.222312;2.524334e-003;0.028000
2.712938;1.243430;2.465979e-003;0.027000
2.816484;1.290888;2.408817e-003;0.026000
2.730161;1.251324;2.352825e-003;0.028000
2.537501;1.163021;2.297978e-003;0.030000
2.644187;1.211919;2.244253e-003;0.029000
2.486294;1.139551;2.191627e-003;0.030000
2.793466;1.280338;2.140077e-003;0.027000
2.629081;1.204995;2.089582e-003;0.031000
2.831354;1.297704;2.040120e-003;0.028000
2.762388;1.266095;1.991670e-003;0.028000
2.473792;1.133822;1.944211e-003;0.031000
2.719368;1.246377;1.897722e-003;0.028000
2.430338;1.113905;1.852185e-003;0.033000
2.823960;1.294315;1.807579e-003;0.027000
2.708600;1.241441;1.763886e-003;0.030000
2.883951;1.321811;1.721086e-003;0.027000
2.668637;1.223125;1.679162e-003;0.029000
2.759970;1.264986;1.638095e-003;0.029000
2.790924;1.279173;1.597869e-003;0.028000
2.938104;1.346631;1.558465e-003;0.028000
2.659142;1.218773;1.519867e-003;0.030000
2.887920;1.323630;1.482059e-003;0.028000
2.512239;1.151443;1.445025e-003;0.031000
2.977976;1.364906;1.408748e-003;0.028000
2.832986;1.298452;1.373213e-003;0.029000
2.458017;1.126591;1.338405e-003;0.033000
2.825331;1.294944;1.304309e-003;0.030000
2.486847;1.139805;1.270910e-003;0.033000
2.798579;1.282682;1.238195e-003;0.029000
2.755909;1.263125;1.206148e-003;0.029000
2.576699;1.180987;1.174758e-003;0.031000
2.663495;1.220768;1.144009e-003;0.031000
2.732940;1.252598;1.113890e-003;0.031000
2.573807;1.179662;1.084386e-003;0.033000
2.837934;1.300720;1.055486e-003;0.030000
2.522181;1.155999;1.027178e-003;0.034000
2.816637;1.290959;9.994481e-004;0.031000
2.523928;1.156800;9.722858e-004;0.033000
2.708744;1.241508;9.456790e-004;0.031000
2.973683;1.362938;9.196165e-004;0.029000
2.619619;1.200659;8.940871e-004;0.032000
2.699323;1.237190;8.690800e-004;0.031000
2.598274;1.190875;8.445844e-004;0.033000
2.827693;1.296026;8.205899e-004;0.030000
2.649182;1.214208;7.970862e-004;0.032000
2.746690;1.258900;7.740633e-004;0.032000
2.807124;1.286598;7.515114e-004;0.032000
2.685666;1.230930;7.294207e-004;0.032000
2.707746;1.241050;7.077820e-004;0.033000
2.797409;1.282146;6.865859e-004;0.031000
2.788089;1.277874;6.658234e-004;0.031000
2.651457;1.215251;6.454856e-004;0.033000
2.392565;1.096592;6.255638e-004;0.036000
2.754315;1.262394;6.060496e-004;0.032000
2.922111;1.339301;5.869345e-004;0.030000
2.950455;1.352292;5.682105e-004;0.030000
2.545122;1.166514;5.498694e-004;0.036000
2.668381;1.223008;5.319036e-004;0.033000
2.557151;1.172028;5.143052e-004;0.035000
2.678041;1.227436;4.970669e-004;0.033000
2.876142;1.318232;4.801812e-004;0.032000
2.841745;1.302467;4.636409e-004;0.032000
2.701412;1.238147;4.474389e-004;0.033000
2.559205;1.172969;4.315683e-004;0.036000
2.654043;1.216436;4.160225e-004;0.034000
2.740933;1.256261;4.007946e-004;0.033000
2.559705;1.173198;3.858782e-004;0.036000
2.697314;1.236269;3.712669e-004;0.035000
2.549970;1.168736;3.569545e-004;0.035000
2.472136;1.133062;3.429349e-004;0.036000
2.855628;1.308830;3.292021e-004;0.032000
2.641363;1.210625;3.157502e-004;0.034000
2.543509;1.165775;3.025735e-004;0.037000
2.721490;1.247350;2.896663e-004;0.034000
2.364468;1.083715;2.770231e-004;0.040000
2.768847;1.269055;2.646386e-004;0.034000
2.579575;1.182305;2.525074e-004;0.036000
2.710298;1.242220;2.406244e-004;0.035000
2.496368;1.144169;2.289844e-004;0.037000
2.711834;1.242924;2.175826e-004;0.035000
2.745342;1.258282;2.064139e-004;0.035000
2.759918;1.264962;1.954738e-004;0.034000
2.409372;1.104295;1.847574e-004;0.039000
2.857421;1.309651;1.742603e-004;0.034000
2.686911;1.231501;1.639778e-004;0.035000
2.811760;1.288724;1.539058e-004;0.034000
2.735216;1.253641;1.440397e-004;0.035000
2.301517;1.054862;1.343755e-004;0.044000
2.480927;1.137092;1.249089e-004;0.039000
2.443980;1.120157;1.156360e-004;0.040000
2.352882;1.078404;1.065528e-004;0.041000
2.797687;1.282273;9.765541e-005;0.034000
2.807446;1.286746;8.894001e-005;0.034000
2.705197;1.239882;8.040289e-005;0.036000
2.692252;1.233949;7.204040e-005;0.036000
2.828142;1.296232;6.384898e-005;0.035000
2.827538;1.295955;5.582512e-005;0.035000
2.856426;1.309195;4.796539e-005;0.035000
2.418201;1.108342;4.026645e-005;0.041000
2.581299;1.183095;3.272499e-005;0.038000
2.706003;1.240251;2.533780e-005;0.036000
2.786004;1.276919;1.810172e-005;0.037000
2.572017;1.178841;1.101366e-005;0.039000
2.812369;1.289003;4.070596e-006;0.037000
2.700753;1.237845;6.090631e-006;0.037000
2.592040;1.188018;1.269709e-005;0.037000
2.827256;1.295826;1.916842e-005;0.037000
2.600999;1.192125;2.550736e-005;0.038000
2.986996;1.369040;3.171664e-005;0.034000
2.863274;1.312334;3.779890e-005;0.035000
2.678241;1.227527;4.375674e-005;0.040000
2.100945;0.962933;4.959271e-005;0.047000
2.263068;1.037239;5.530930e-005;0.045000
2.527303;1.158347;6.090895e-005;0.040000
2.739641;1.255669;6.639406e-005;0.038000
2.829424;1.296819;7.176696e-005;0.037000
2.733531;1.252868;7.702996e-005;0.037000
2.726591;1.249687;8.218529e-005;0.038000
2.787711;1.277701;8.723517e-005;0.038000
2.972211;1.362264;9.218175e-005;0.036000
2.421167;1.109702;9.702714e-005;0.044000
2.603615;1.193323;1.017734e-004;0.039000
2.529057;1.159151;1.064226e-004;0.041000
2.481484;1.137347;1.109767e-004;0.042000
2.857397;1.309640;1.154376e-004;0.036000
2.578424;1.181778;1.198073e-004;0.040000
2.701561;1.238215;1.240876e-004;0.039000
3.018094;1.383293;1.282803e-004;0.036000
2.806068;1.286115;1.323873e-004;0.037000
2.835105;1.299423;1.364102e-004;0.038000
2.777508;1.273024;1.403509e-004;0.038000
2.675577;1.226306;1.442109e-004;0.039000
2.656627;1.217621;1.479920e-004;0.040000
2.613303;1.197764;1.516957e-004;0.039000
2.807492;1.286767;1.553237e-004;0.039000
2.923433;1.339907;1.588775e-004;0.037000
2.592673;1.188308;1.623586e-004;0.043000
2.071201;0.949300;1.657684e-004;0.052000
2.522114;1.155969;1.691085e-004;0.043000
2.815117;1.290262;1.723803e-004;0.039000
2.684876;1.230568;1.755852e-004;0.041000
2.695921;1.235631;1.787245e-004;0.042000
2.658728;1.218584;1.817996e-004;0.041000
2.493219;1.142726;1.848117e-004;0.043000
2.853908;1.308041;1.877623e-004;0.039000
2.745803;1.258493;1.906525e-004;0.039000
2.830087;1.297123;1.934836e-004;0.040000
2.791064;1.279238;1.962567e-004;0.041000
3.010569;1.379844;1.989732e-004;0.037000
2.859958;1.310814;2.016341e-004;0.039000
2.835787;1.299736;2.042405e-004;0.039000
2.864166;1.312743;2.067936e-004;0.039000
2.847379;1.305049;2.092945e-004;0.040000
2.980976;1.366281;2.117443e-004;0.038000
2.752089;1.261374;2.141439e-004;0.041000
2.756409;1.263354;2.164945e-004;0.040000
2.752473;1.261550;2.187969e-004;0.041000
2.787551;1.277627;2.210523e-004;0.040000
2.146483;0.983805;2.232615e-004;0.053000
2.416345;1.107491;2.254255e-004;0.048000
2.603170;1.193120;2.275453e-004;0.044000
2.404622;1.102119;2.296217e-004;0.049000
2.485445;1.139162;2.316557e-004;0.047000
2.499479;1.145594;2.336480e-004;0.046000
2.610021;1.196260;2.355996e-004;0.043000
2.336741;1.071006;2.375112e-004;0.049000
1.577018;0.722800;2.393837e-004;0.071000
1.767173;0.809954;2.412180e-004;0.065000
1.737494;0.796352;2.430147e-004;0.066000
1.849464;0.847671;2.447747e-004;0.062000
2.777019;1.272801;2.464986e-004;0.042000
2.476909;1.135250;2.481873e-004;0.048000
2.110071;0.967116;2.498415e-004;0.055000
2.542940;1.165514;2.514618e-004;0.046000
2.699267;1.237164;2.530490e-004;0.045000
2.614985;1.198535;2.546037e-004;0.045000
2.420811;1.109538;2.561266e-004;0.047000
2.670833;1.224132;2.576183e-004;0.044000
2.780042;1.274186;2.590796e-004;0.043000
2.692414;1.234023;2.605109e-004;0.043000
3.025495;1.386685;2.619130e-004;0.039000
2.948688;1.351482;2.632864e-004;0.040000
2.651181;1.215125;2.646317e-004;0.044000
2.761867;1.265856;2.659494e-004;0.044000
2.701337;1.238113;2.672403e-004;0.043000
2.681273;1.228917;2.685047e-004;0.044000
2.391738;1.096213;2.697432e-004;0.050000
1.118568;0.512677;2.709564e-004;0.105000
2.274606;1.042528;2.721448e-004;0.052000
2.986258;1.368702;2.733089e-004;0.041000
2.663864;1.220938;2.744492e-004;0.045000
2.732738;1.252505;2.755661e-004;0.044000
2.586813;1.185623;2.766602e-004;0.046000
2.803568;1.284969;2.777319e-004;0.043000
2.678254;1.227533;2.787817e-004;0.045000
2.848397;1.305515;2.798100e-004;0.042000
2.507686;1.149356;2.808173e-004;0.049000
2.929926;1.342883;2.818040e-004;0.042000
2.900148;1.329234;2.827705e-004;0.042000
2.789365;1.278459;2.837172e-004;0.044000
2.865079;1.313161;2.846446e-004;0.042000
2.943795;1.349240;2.855530e-004;0.042000
2.795837;1.281425;2.864428e-004;0.044000
2.792823;1.280044;2.873144e-004;0.044000
2.391458;1.096085;2.881682e-004;0.052000
2.352237;1.078109;2.890045e-004;0.053000
2.641306;1.210599;2.898237e-004;0.047000
2.411056;1.105067;2.906261e-004;0.052000
2.857075;1.309493;2.914122e-004;0.044000
2.981786;1.366652;2.921821e-004;0.044000
2.539417;1.163899;2.929363e-004;0.050000
2.667139;1.222439;2.936751e-004;0.047000
2.809649;1.287756;2.943987e-004;0.046000
2.813320;1.289438;2.951076e-004;0.046000
2.805383;1.285800;2.958020e-004;0.045000
2.672165;1.224742;2.964821e-004;0.048000
2.583908;1.184291;2.971484e-004;0.049000
2.544110;1.166050;2.978010e-004;0.050000
2.891914;1.325461;2.984402e-004;0.044000
2.574339;1.179906;2.990664e-004;0.049000
2.416427;1.107529;2.996798e-004;0.053000
2.636799;1.208533;3.002806e-004;0.049000
2.760862;1.265395;3.008692e-004;0.047000
2.788533;1.278078;3.014457e-004;0.046000
2.340121;1.072556;3.020104e-004;0.054000
1.125086;0.515665;3.025635e-004;0.112000
2.465290;1.129925;3.031054e-004;0.053000
2.730845;1.251637;3.036361e-004;0.047000
2.532174;1.160580;3.041560e-004;0.051000
1.373044;0.629312;3.046653e-004;0.096000
2.709065;1.241655;3.051641e-004;0.048000
2.513823;1.152169;3.056528e-004;0.051000
3.021083;1.384663;3.061314e-004;0.043000
2.918184;1.337501;3.066003e-004;0.045000
2.856101;1.309047;3.070596e-004;0.046000
2.728585;1.250601;3.075094e-004;0.048000
2.464299;1.129470;3.079501e-004;0.053000
2.621936;1.201721;3.083818e-004;0.050000
2.902316;1.330228;3.088046e-004;0.045000
2.978792;1.365279;3.092187e-004;0.045000
2.692545;1.234083;3.096245e-004;0.049000
2.807746;1.286884;3.100219e-004;0.047000
2.438005;1.117419;3.104111e-004;0.056000
2.786050;1.276939;3.107924e-004;0.049000
3.013939;1.381389;3.111660e-004;0.045000
2.509788;1.150320;3.115318e-004;0.053000
2.686132;1.231144;3.118902e-004;0.050000
1.940152;0.889236;3.122413e-004;0.069000
1.913724;0.877123;3.125851e-004;0.071000
1.783061;0.817236;3.129220e-004;0.075000
1.607297;0.736678;3.132519e-004;0.082000
1.496117;0.685720;3.135751e-004;0.088000
1.718714;0.787744;3.138917e-004;0.077000
1.925002;0.882292;3.142018e-004;0.070000
1.977208;0.906220;3.145056e-004;0.070000
2.124518;0.973738;3.148032e-004;0.064000
2.429900;1.113704;3.150946e-004;0.056000
2.124416;0.973691;3.153801e-004;0.064000
2.787960;1.277815;3.156598e-004;0.050000
2.869565;1.315217;3.159337e-004;0.048000
2.538258;1.163368;3.162021e-004;0.053000
2.679182;1.227959;3.164649e-004;0.051000
2.750199;1.260508;3.167224e-004;0.049000
1.952376;0.894839;3.169746e-004;0.074000
2.833351;1.298619;3.172217e-004;0.048000
2.572061;1.178861;3.174637e-004;0.054000
2.626694;1.203901;3.177007e-004;0.052000
2.618530;1.200160;3.179329e-004;0.053000
2.528472;1.158883;3.181603e-004;0.056000
2.765092;1.267334;3.183831e-004;0.052000
2.426673;1.112225;3.186014e-004;0.057000
2.516334;1.153320;3.188151e-004;0.056000
2.128454;0.975542;3.190245e-004;0.066000
2.839062;1.301237;3.192297e-004;0.049000
2.639854;1.209933;3.194306e-004;0.053000
1.826867;0.837314;3.196274e-004;0.075000
2.290294;1.049718;3.198202e-004;0.062000
2.507042;1.149061;3.200090e-004;0.057000
2.578531;1.181827;3.201940e-004;0.055000
2.526420;1.157942;3.203752e-004;0.056000
2.377652;1.089757;3.205527e-004;0.060000
2.654344;1.216574;3.207265e-004;0.053000
2.184161;1.001074;3.208968e-004;0.064000
2.720914;1.247086;3.210636e-004;0.053000
2.682936;1.229679;3.212271e-004;0.053000
2.860664;1.311137;3.213871e-004;0.051000
2.268415;1.039690;3.215439e-004;0.063000
2.622966;1.202193;3.216975e-004;0.054000
2.375013;1.088547;3.218479e-004;0.061000
2.716964;1.245275;3.219953e-004;0.055000
2.456981;1.126116;3.221396e-004;0.059000
2.668115;1.222886;3.222810e-004;0.054000
2.381452;1.091499;3.224195e-004;0.060000
1.260433;0.577698;3.225552e-004;0.115000
2.305136;1.056521;3.226881e-004;0.063000
2.653722;1.216289;3.228183e-004;0.056000
2.510877;1.150819;3.229458e-004;0.057000
2.694189;1.234836;3.230707e-004;0.054000
2.406882;1.103154;3.231930e-004;0.061000
2.353262;1.078578;3.233129e-004;0.062000
2.466505;1.130482;3.234303e-004;0.059000
2.496635;1.144291;3.235453e-004;0.059000
2.861080;1.311328;3.236579e-004;0.052000
2.655393;1.217055;3.237682e-004;0.055000
2.568530;1.177243;3.238763e-004;0.057000
2.562422;1.174443;3.239822e-004;0.058000
2.377392;1.089638;3.240859e-004;0.064000
2.853478;1.307844;3.241875e-004;0.052000
2.773750;1.271302;3.242870e-004;0.052000
2.728525;1.250574;3.243844e-004;0.056000
2.567721;1.176872;3.244799e-004;0.059000
2.543530;1.165785;3.245734e-004;0.058000
2.524710;1.157159;3.246650e-004;0.061000
2.676692;1.226817;3.247548e-004;0.056000
2.848948;1.305768;3.248427e-004;0.053000
2.829565;1.296884;3.249288e-004;0.055000
2.641218;1.210558;3.250131e-004;0.058000
2.625352;1.203286;3.250957e-004;0.056000
2.602744;1.192925;3.251767e-004;0.058000
2.578859;1.181977;3.252559e-004;0.058000
2.722730;1.247918;3.253336e-004;0.055000
