1.#INF00;1.#INF00;9.630622e-001;0.000000
1.#INF00;1.#INF00;8.975689e-001;0.000000
0.032774;0.015021;8.315985e-001;0.001000
1.#INF00;1.#INF00;7.689159e-001;0.000000
1.#INF00;1.#INF00;7.101997e-001;0.000000
1.#INF00;1.#INF00;6.556168e-001;0.000000
1.#INF00;1.#INF00;6.050065e-001;0.000000
1.#INF00;1.#INF00;5.581817e-001;0.000000
1.#INF00;1.#INF00;5.149084e-001;0.000000
1.#INF00;1.#INF00;4.749491e-001;0.001000
1.#INF00;1.#INF00;4.380712e-001;0.000000
1.#INF00;1.#INF00;4.040501e-001;0.000000
1.#INF00;1.#INF00;3.726735e-001;0.001000
1.#INF00;1.#INF00;3.437416e-001;0.001000
1.#INF00;1.#INF00;3.170676e-001;0.000000
0.240476;0.110218;2.924776e-001;0.000000
1.#INF00;1.#INF00;2.698098e-001;0.000000
1.#INF00;1.#INF00;2.489142e-001;0.002000
1.#INF00;1.#INF00;2.296522e-001;0.000000
1.#INF00;1.#INF00;2.118953e-001;0.001000
1.#INF00;1.#INF00;1.955251e-001;0.001000
1.#INF00;1.#INF00;1.804321e-001;0.001000
1.#INF00;1.#INF00;1.665155e-001;0.001000
1.#INF00;1.#INF00;1.536822e-001;0.001000
1.#INF00;1.#INF00;1.418465e-001;0.000000
0.767611;0.351822;1.309293e-001;0.000000
1.#INF00;1.#INF00;1.208579e-001;0.001000
1.#INF00;1.#INF00;1.115654e-001;0.002000
1.#INF00;1.#INF00;1.029902e-001;0.000000
1.#INF00;1.#INF00;9.507534e-002;0.000000
0.465034;0.213140;8.776877e-002;0.000000
1.#INF00;1.#INF00;8.102238e-002;0.001000
0.515181;0.236125;7.479195e-002;0.003000
1.#INF00;1.#INF00;6.903681e-002;0.001000
0.450217;0.206349;6.371951e-002;0.001000
1.#INF00;1.#INF00;5.880561e-002;0.000000
1.#INF00;1.#INF00;5.429964e-002;0.001000
1.#INF00;1.#INF00;5.017480e-002;0.000000
0.548796;0.251532;4.638035e-002;0.002000
0.603063;0.276404;4.286465e-002;0.000000
1.#INF00;1.#INF00;3.960627e-002;0.001000
0.542701;0.248738;3.658546e-002;0.001000
1.#INF00;1.#INF00;3.378405e-002;0.001000
1.#INF00;1.#INF00;3.118528e-002;0.001000
0.667568;0.305969;2.877371e-002;0.001000
0.691369;0.316877;2.653513e-002;0.000000
0.699381;0.320550;2.445641e-002;0.003000
0.689632;0.316081;2.252549e-002;0.001000
1.#INF00;1.#INF00;2.073122e-002;0.001000
1.343754;0.615887;1.915752e-002;0.003000
1.#INF00;1.#INF00;1.770192e-002;0.000000
1.#INF00;1.#INF00;1.634393e-002;0.001000
1.#INF00;1.#INF00;1.507649e-002;0.000000
1.#INF00;1.#INF00;1.389306e-002;0.000000
1.#INF00;1.#INF00;1.278763e-002;0.002000
0.716683;0.328480;1.175461e-002;0.001000
1.#INF00;1.#INF00;1.078886e-002;0.001000
0.868407;0.398020;9.885614e-003;0.001000
0.741206;0.339719;9.040460e-003;0.001000
1.#INF00;1.#INF00;8.378038e-003;0.000000
1.#INF00;1.#INF00;7.784286e-003;0.001000
0.934748;0.428426;7.318876e-003;0.003000
1.#INF00;1.#INF00;6.982710e-003;0.001000
1.904698;0.872987;6.936540e-003;0.001000
1.#INF00;1.#INF00;6.977142e-003;0.001000
0.656500;0.300896;7.002898e-003;0.003000
1.008922;0.462423;7.033377e-003;0.002000
1.014992;0.465205;7.073208e-003;0.001000
1.#INF00;1.#INF00;7.100405e-003;0.001000
1.#INF00;1.#INF00;7.116395e-003;0.001000
1.#INF00;1.#INF00;7.122472e-003;0.001000
1.#INF00;1.#INF00;7.119882e-003;0.001000
1.#INF00;1.#INF00;7.136431e-003;0.001000
1.#INF00;1.#INF00;7.144360e-003;0.002000
1.#INF00;1.#INF00;7.144677e-003;0.000000
1.#INF00;1.#INF00;7.138297e-003;0.001000
1.#INF00;1.#INF00;7.126048e-003;0.002000
1.146038;0.525268;7.108677e-003;0.001000
1.188486;0.544723;7.086860e-003;0.000000
1.204683;0.552146;7.061207e-003;0.013000
1.#INF00;1.#INF00;7.032266e-003;0.001000
1.#INF00;1.#INF00;7.000533e-003;0.001000
1.202928;0.551342;6.966453e-003;0.001000
1.264917;0.579754;6.930425e-003;0.001000
0.873385;0.400302;6.892806e-003;0.002000
1.293795;0.592990;6.853918e-003;0.001000
1.303541;0.597456;6.814047e-003;0.001000
