2.753222;1.261893;9.999613e-001;0.209000
2.588311;1.186309;9.997737e-001;0.273000
2.743293;1.257342;9.994485e-001;0.256000
2.260738;1.036171;9.989962e-001;0.254000
2.876324;1.318315;9.984265e-001;0.276000
2.800793;1.283697;9.977485e-001;0.249000
2.516331;1.153318;9.969704e-001;0.261000
2.560788;1.173695;9.961000e-001;0.281000
2.333446;1.069496;9.951445e-001;0.303000
2.625762;1.203474;9.941103e-001;0.296000
2.770776;1.269939;9.930038e-001;0.297000
2.466895;1.130660;9.918304e-001;0.323000
2.688264;1.232121;9.905955e-001;0.321000
2.812756;1.289180;9.893039e-001;0.324000
2.630212;1.205514;9.879602e-001;0.347000
2.630981;1.205866;9.865685e-001;0.352000
2.818887;1.291990;9.851326e-001;0.335000
2.768133;1.268727;9.836561e-001;0.357000
2.781773;1.274979;9.821424e-001;0.358000
2.723574;1.248305;9.805944e-001;0.371000
2.525138;1.157355;9.790150e-001;0.400000
2.483841;1.138427;9.774069e-001;0.423000
2.575841;1.180594;9.757725e-001;0.425000
2.821248;1.293072;9.741140e-001;0.401000
2.688544;1.232250;9.724335e-001;0.419000
2.613537;1.197871;9.707328e-001;0.435000
2.620469;1.201049;9.690139e-001;0.445000
2.780386;1.274344;9.672784e-001;0.438000
2.702611;1.238696;9.655277e-001;0.448000
2.414706;1.106740;9.637634e-001;0.512000
2.501447;1.146496;9.619866e-001;0.507000
2.671797;1.224574;9.601987e-001;0.482000
2.711826;1.242920;9.584006e-001;0.480000
2.478142;1.135815;9.565936e-001;0.531000
2.658236;1.218358;9.547785e-001;0.514000
2.721500;1.247354;9.529562e-001;0.510000
2.705073;1.239825;9.511276e-001;0.519000
2.516973;1.153613;9.492933e-001;0.579000
2.163687;0.991690;9.474542e-001;0.651000
2.717547;1.245542;9.456108e-001;0.554000
2.515369;1.152878;9.437638e-001;0.593000
2.471739;1.132881;9.419137e-001;0.614000
2.695044;1.235229;9.400610e-001;0.587000
2.298516;1.053486;9.382063e-001;0.657000
2.559721;1.173205;9.363499e-001;0.625000
2.788069;1.277865;9.344922e-001;0.591000
2.396340;1.098322;9.326337e-001;0.674000
2.718231;1.245856;9.307746e-001;0.616000
2.661223;1.219727;9.289154e-001;0.697000
2.505225;1.148228;9.270562e-001;0.672000
2.554992;1.171038;9.251975e-001;0.681000
2.309371;1.058462;9.233393e-001;0.741000
2.610945;1.196683;9.214821e-001;0.693000
2.430786;1.114110;9.196259e-001;0.733000
2.636283;1.208296;9.177709e-001;0.699000
2.600387;1.191844;9.159175e-001;0.713000
2.535549;1.162127;9.140657e-001;0.745000
2.627357;1.204205;9.122156e-001;0.729000
2.616784;1.199359;9.103675e-001;0.737000
2.580076;1.182535;9.085215e-001;0.752000
2.524038;1.156851;9.066777e-001;0.847000
2.098846;0.961971;9.048361e-001;0.944000
2.658933;1.218678;9.029970e-001;0.767000
2.632639;1.206626;9.011604e-001;0.787000
2.448660;1.122303;8.993264e-001;0.838000
2.788861;1.278228;8.974951e-001;0.767000
2.800588;1.283603;8.956665e-001;0.763000
2.790345;1.278908;8.938407e-001;0.777000
2.447843;1.121928;8.920178e-001;0.865000
2.713192;1.243546;8.901979e-001;0.819000
2.741665;1.256597;8.883810e-001;0.816000
2.461841;1.128344;8.865671e-001;0.894000
2.630737;1.205755;8.847562e-001;0.860000
2.747278;1.259169;8.829486e-001;0.837000
2.375015;1.088548;8.811440e-001;0.955000
2.434724;1.115915;8.793427e-001;0.948000
2.558430;1.172614;8.775446e-001;0.916000
2.423263;1.110662;8.757498e-001;0.967000
2.271260;1.040994;8.739582e-001;1.052000
2.242784;1.027943;8.721700e-001;1.067000
2.593287;1.188590;8.703851e-001;0.967000
2.542446;1.165288;8.686035e-001;0.987000
2.448212;1.122097;8.668253e-001;1.024000
2.704592;1.239605;8.650505e-001;0.936000
2.762682;1.266229;8.632790e-001;0.927000
