1.#INF00;1.#INF00;9.944306e-001;0.002000
2.605391;1.194137;6.121083e-004;0.032000
2.693658;1.234593;6.117569e-004;0.031000
2.754162;1.262324;6.114101e-004;0.031000
2.590398;1.187266;6.110677e-004;0.033000
2.457343;1.126282;6.107298e-004;0.034000
2.646632;1.213040;6.103963e-004;0.033000
2.473175;1.133539;6.100671e-004;0.034000
2.363922;1.083464;6.097422e-004;0.036000
2.575850;1.180598;6.094214e-004;0.033000
2.407968;1.103652;6.091049e-004;0.037000
2.399234;1.099649;6.087925e-004;0.036000
2.769950;1.269560;6.084841e-004;0.032000
2.790726;1.279083;6.081797e-004;0.031000
2.582098;1.183462;6.078793e-004;0.033000
2.195703;1.006364;6.075828e-004;0.039000
2.195894;1.006451;6.072901e-004;0.040000
2.574061;1.179778;6.070013e-004;0.034000
2.726776;1.249772;6.067162e-004;0.033000
2.487376;1.140047;6.064348e-004;0.035000
2.512734;1.151670;6.061571e-004;0.034000
2.518976;1.154531;6.058829e-004;0.035000
2.530156;1.159655;6.056124e-004;0.034000
2.120575;0.971930;6.053454e-004;0.040000
2.571309;1.178517;6.050818e-004;0.034000
2.653705;1.216281;6.048217e-004;0.034000
2.364718;1.083829;6.045649e-004;0.036000
2.694847;1.235138;6.043115e-004;0.032000
2.385656;1.093426;6.040614e-004;0.037000
2.615079;1.198578;6.038145e-004;0.035000
2.850694;1.306568;6.035709e-004;0.032000
2.378790;1.090279;6.033304e-004;0.037000
2.236057;1.024859;6.030931e-004;0.040000
1.002296;0.459386;6.028588e-004;0.087000
2.017624;0.924744;6.026276e-004;0.045000
2.397112;1.098676;6.023994e-004;0.038000
1.425576;0.653389;6.021742e-004;0.064000
1.939595;0.888981;6.019519e-004;0.046000
2.561678;1.174102;6.017325e-004;0.036000
2.801542;1.284040;6.015160e-004;0.032000
2.644474;1.212051;6.013023e-004;0.034000
2.296256;1.052451;6.010913e-004;0.038000
2.487406;1.140061;6.008832e-004;0.037000
2.715008;1.244379;6.006777e-004;0.033000
2.707713;1.241035;6.004749e-004;0.032000
2.720544;1.246916;6.002748e-004;0.033000
2.419263;1.108829;6.000772e-004;0.038000
2.582436;1.183617;5.998823e-004;0.036000
2.715486;1.244598;5.996899e-004;0.033000
2.406359;1.102914;5.994999e-004;0.039000
2.480178;1.136748;5.993125e-004;0.038000
2.642058;1.210943;5.991275e-004;0.035000
2.506534;1.148828;5.989449e-004;0.037000
2.212620;1.014117;5.987647e-004;0.041000
2.386639;1.093876;5.985869e-004;0.039000
2.690986;1.233369;5.984114e-004;0.035000
2.599350;1.191369;5.982381e-004;0.036000
2.641063;1.210487;5.980672e-004;0.036000
2.541141;1.164690;5.978984e-004;0.036000
2.692744;1.234174;5.977319e-004;0.035000
2.774634;1.271707;5.975675e-004;0.034000
2.623219;1.202309;5.974053e-004;0.036000
2.470184;1.132168;5.972452e-004;0.037000
2.795579;1.281307;5.970871e-004;0.034000
2.682164;1.229325;5.969312e-004;0.035000
2.520266;1.155122;5.967773e-004;0.038000
2.756277;1.263294;5.966254e-004;0.034000
2.661036;1.219642;5.964754e-004;0.035000
2.672446;1.224871;5.963275e-004;0.037000
2.544671;1.166307;5.961814e-004;0.037000
2.606013;1.194423;5.960373e-004;0.035000
2.534367;1.161585;5.958950e-004;0.037000
2.721681;1.247437;5.957547e-004;0.034000
2.596736;1.190171;5.956161e-004;0.037000
2.116289;0.969966;5.954793e-004;0.045000
2.529103;1.159172;5.953444e-004;0.038000
2.656667;1.217639;5.952112e-004;0.035000
1.869905;0.857040;5.950797e-004;0.053000
2.486569;1.139678;5.949500e-004;0.038000
2.538232;1.163356;5.948219e-004;0.037000
2.451279;1.123503;5.946956e-004;0.039000
2.858504;1.310148;5.945708e-004;0.035000
2.682089;1.229291;5.944477e-004;0.036000
2.605305;1.194098;5.943262e-004;0.036000
2.692464;1.234046;5.942063e-004;0.036000
2.731146;1.251775;5.940880e-004;0.035000
2.454867;1.125148;5.939712e-004;0.040000
2.540958;1.164606;5.938560e-004;0.037000
2.388561;1.094757;5.937422e-004;0.040000
2.581549;1.183210;5.936300e-004;0.038000
2.084582;0.955433;5.935192e-004;0.045000
1.878389;0.860928;5.934098e-004;0.051000
2.756960;1.263607;5.933019e-004;0.036000
2.555982;1.171492;5.931954e-004;0.037000
2.574283;1.179880;5.930903e-004;0.038000
2.500202;1.145926;5.929865e-004;0.040000
2.420518;1.109404;5.928841e-004;0.041000
2.656753;1.217679;5.927831e-004;0.035000
2.584770;1.184686;5.926833e-004;0.037000
2.634596;1.207523;5.925849e-004;0.037000
2.452762;1.124182;5.924878e-004;0.040000
2.577098;1.181170;5.923919e-004;0.039000
2.562989;1.174703;5.922973e-004;0.040000
2.491666;1.142013;5.922039e-004;0.040000
2.457086;1.126164;5.921118e-004;0.039000
2.541396;1.164807;5.920208e-004;0.037000
2.780616;1.274449;5.919311e-004;0.036000
2.456368;1.125835;5.918425e-004;0.041000
2.342856;1.073809;5.917550e-004;0.042000
2.531303;1.160180;5.916688e-004;0.040000
2.883389;1.321553;5.915836e-004;0.035000
2.666591;1.222187;5.914996e-004;0.039000
2.773526;1.271199;5.914166e-004;0.037000
2.485179;1.139040;5.913348e-004;0.039000
2.406987;1.103202;5.912540e-004;0.042000
2.104456;0.964543;5.911743e-004;0.047000
1.517665;0.695597;5.910956e-004;0.066000
2.525132;1.157352;5.910179e-004;0.040000
2.691988;1.233828;5.909413e-004;0.037000
2.290077;1.049619;5.908656e-004;0.044000
2.920429;1.338530;5.907910e-004;0.034000
2.593386;1.188635;5.907173e-004;0.038000
2.655706;1.217199;5.906446e-004;0.038000
2.766558;1.268006;5.905729e-004;0.037000
2.941555;1.348213;5.905020e-004;0.036000
2.615702;1.198863;5.904322e-004;0.040000
2.688607;1.232278;5.903632e-004;0.037000
2.444472;1.120383;5.902951e-004;0.042000
2.859337;1.310529;5.902279e-004;0.036000
2.688814;1.232373;5.901616e-004;0.039000
2.878867;1.319481;5.900962e-004;0.035000
1.985691;0.910108;5.900316e-004;0.054000
2.724159;1.248573;5.899679e-004;0.037000
2.474406;1.134103;5.899050e-004;0.041000
2.657326;1.217941;5.898429e-004;0.039000
2.728914;1.250752;5.897816e-004;0.038000
2.853983;1.308076;5.897212e-004;0.036000
2.777358;1.272956;5.896615e-004;0.038000
2.778739;1.273589;5.896026e-004;0.037000
2.796669;1.281807;5.895445e-004;0.037000
2.600481;1.191887;5.894872e-004;0.040000
2.642461;1.211128;5.894305e-004;0.038000
2.633089;1.206832;5.893747e-004;0.040000
2.492683;1.142480;5.893195e-004;0.041000
2.466769;1.130602;5.892651e-004;0.042000
2.539718;1.164037;5.892114e-004;0.042000
2.699935;1.237470;5.891584e-004;0.037000
2.768928;1.269092;5.891061e-004;0.038000
2.534661;1.161720;5.890545e-004;0.040000
2.245558;1.029214;5.890036e-004;0.046000
2.292483;1.050721;5.889533e-004;0.047000
2.750914;1.260836;5.889037e-004;0.038000
2.586769;1.185602;5.888547e-004;0.040000
2.838779;1.301107;5.888064e-004;0.039000
2.555026;1.171054;5.887587e-004;0.042000
2.763386;1.266552;5.887116e-004;0.038000
2.668208;1.222929;5.886652e-004;0.039000
2.120705;0.971990;5.886193e-004;0.050000
1.758000;0.805750;5.885741e-004;0.061000
2.233989;1.023912;5.885295e-004;0.047000
2.527550;1.158461;5.884854e-004;0.042000
2.157232;0.988732;5.884419e-004;0.049000
1.748546;0.801417;5.883990e-004;0.062000
2.783733;1.275878;5.883566e-004;0.038000
2.705939;1.240222;5.883148e-004;0.039000
2.601316;1.192270;5.882736e-004;0.041000
2.649701;1.214446;5.882329e-004;0.041000
2.507137;1.149105;5.881927e-004;0.043000
2.438396;1.117598;5.881530e-004;0.045000
1.853599;0.849566;5.881139e-004;0.059000
1.942175;0.890164;5.880753e-004;0.056000
2.746449;1.258789;5.880372e-004;0.040000
2.525964;1.157734;5.879995e-004;0.042000
2.586522;1.185489;5.879624e-004;0.042000
2.407220;1.103309;5.879258e-004;0.043000
2.769013;1.269131;5.878896e-004;0.038000
2.655778;1.217232;5.878539e-004;0.041000
2.752576;1.261597;5.878187e-004;0.040000
2.581686;1.183273;5.877840e-004;0.040000
2.601092;1.192167;5.877497e-004;0.041000
2.485731;1.139293;5.877158e-004;0.043000
2.488690;1.140650;5.876824e-004;0.043000
2.601704;1.192447;5.876494e-004;0.041000
2.511144;1.150941;5.876169e-004;0.044000
2.751178;1.260957;5.875848e-004;0.040000
2.749611;1.260239;5.875531e-004;0.041000
2.395608;1.097987;5.875218e-004;0.045000
2.768512;1.268901;5.874909e-004;0.039000
2.692568;1.234094;5.874605e-004;0.042000
2.680119;1.228388;5.874304e-004;0.040000
2.620366;1.201001;5.874008e-004;0.043000
2.816203;1.290760;5.873715e-004;0.040000
2.667632;1.222665;5.873426e-004;0.041000
2.610511;1.196484;5.873141e-004;0.042000
2.837330;1.300443;5.872859e-004;0.039000
2.912192;1.334755;5.872581e-004;0.039000
2.610009;1.196254;5.872307e-004;0.043000
2.469287;1.131757;5.872037e-004;0.046000
2.776443;1.272536;5.871770e-004;0.041000
2.806650;1.286381;5.871506e-004;0.039000
2.822346;1.293575;5.871246e-004;0.039000
2.961834;1.357507;5.870990e-004;0.038000
2.795592;1.281313;5.870736e-004;0.040000
2.506758;1.148931;5.870486e-004;0.045000
2.773447;1.271163;5.870240e-004;0.041000
2.737286;1.254589;5.869996e-004;0.040000
2.820147;1.292567;5.869756e-004;0.039000
2.847224;1.304978;5.869519e-004;0.040000
2.736461;1.254212;5.869285e-004;0.040000
2.778417;1.273441;5.869054e-004;0.041000
2.598301;1.190888;5.868826e-004;0.044000
2.616100;1.199046;5.868601e-004;0.043000
2.724601;1.248775;5.868379e-004;0.042000
2.701601;1.238234;5.868160e-004;0.041000
2.841773;1.302479;5.867944e-004;0.040000
2.784558;1.276256;5.867731e-004;0.042000
2.762828;1.266296;5.867520e-004;0.041000
2.893717;1.326287;5.867312e-004;0.040000
2.608714;1.195660;5.867107e-004;0.045000
2.920075;1.338368;5.866905e-004;0.039000
2.909146;1.333359;5.866705e-004;0.039000
2.748694;1.259818;5.866508e-004;0.040000
2.376271;1.089124;5.866313e-004;0.047000
2.769513;1.269360;5.866121e-004;0.042000
2.432150;1.114735;5.865932e-004;0.048000
2.762951;1.266353;5.865745e-004;0.041000
2.810510;1.288150;5.865560e-004;0.041000
2.789681;1.278604;5.865378e-004;0.042000
2.830131;1.297143;5.865199e-004;0.041000
2.669566;1.223551;5.865021e-004;0.044000
2.732096;1.252211;5.864846e-004;0.043000
2.440828;1.118713;5.864673e-004;0.048000
2.845159;1.304031;5.864503e-004;0.041000
2.626309;1.203725;5.864335e-004;0.042000
2.802576;1.284514;5.864169e-004;0.042000
2.980914;1.366252;5.864005e-004;0.039000
2.874897;1.317661;5.863843e-004;0.041000
2.911071;1.334241;5.863683e-004;0.040000
2.349506;1.076857;5.863526e-004;0.050000
2.317272;1.062083;5.863370e-004;0.050000
2.732825;1.252545;5.863217e-004;0.042000
2.617080;1.199495;5.863066e-004;0.044000
2.710486;1.242306;5.862916e-004;0.042000
2.923269;1.339832;5.862769e-004;0.040000
2.872406;1.316519;5.862623e-004;0.042000
2.862915;1.312169;5.862480e-004;0.041000
2.772866;1.270897;5.862338e-004;0.043000
2.919746;1.338217;5.862198e-004;0.041000
2.809119;1.287513;5.862060e-004;0.041000
2.636966;1.208609;5.861924e-004;0.044000
2.917356;1.337122;5.861789e-004;0.039000
2.662690;1.220400;5.861656e-004;0.044000
2.808731;1.287335;5.861526e-004;0.043000
2.659268;1.218831;5.861396e-004;0.044000
2.587838;1.186092;5.861269e-004;0.046000
1.536209;0.704096;5.861143e-004;0.077000
1.902973;0.872196;5.861019e-004;0.064000
2.431721;1.114539;5.860896e-004;0.049000
2.913315;1.335269;5.860775e-004;0.042000
2.675480;1.226261;5.860656e-004;0.045000
2.866175;1.313664;5.860538e-004;0.041000
2.824994;1.294789;5.860421e-004;0.041000
2.582865;1.183813;5.860307e-004;0.048000
2.648862;1.214062;5.860193e-004;0.045000
2.595986;1.189827;5.860082e-004;0.047000
2.826439;1.295451;5.859971e-004;0.044000
2.535690;1.162191;5.859862e-004;0.048000
2.566024;1.176094;5.859755e-004;0.047000
2.986259;1.368702;5.859649e-004;0.039000
2.793887;1.280532;5.859544e-004;0.043000
2.791652;1.279507;5.859441e-004;0.044000
2.728794;1.250697;5.859339e-004;0.044000
2.674934;1.226011;5.859239e-004;0.045000
2.719168;1.246286;5.859139e-004;0.044000
2.599352;1.191370;5.859041e-004;0.048000
2.662557;1.220339;5.858945e-004;0.046000
2.498476;1.145135;5.858849e-004;0.050000
2.701598;1.238233;5.858755e-004;0.046000
2.873108;1.316841;5.858662e-004;0.043000
2.597525;1.190533;5.858570e-004;0.048000
2.741263;1.256412;5.858480e-004;0.045000
2.561593;1.174063;5.858391e-004;0.046000
2.734817;1.253458;5.858302e-004;0.045000
2.555682;1.171354;5.858215e-004;0.047000
2.664893;1.221409;5.858130e-004;0.046000
2.431837;1.114592;5.858045e-004;0.051000
2.588515;1.186403;5.857961e-004;0.048000
2.493655;1.142925;5.857879e-004;0.049000
2.575766;1.180559;5.857797e-004;0.048000
2.577608;1.181404;5.857717e-004;0.048000
2.891401;1.325225;5.857638e-004;0.041000
2.925293;1.340759;5.857559e-004;0.043000
2.598725;1.191082;5.857482e-004;0.048000
2.752640;1.261627;5.857406e-004;0.046000
2.555310;1.171184;5.857331e-004;0.049000
2.824645;1.294629;5.857256e-004;0.044000
2.452009;1.123838;5.857183e-004;0.051000
2.737124;1.254515;5.857111e-004;0.046000
2.775839;1.272260;5.857039e-004;0.045000
2.866170;1.313661;5.856969e-004;0.042000
2.354081;1.078954;5.856899e-004;0.053000
2.606151;1.194486;5.856831e-004;0.046000
2.545625;1.166745;5.856763e-004;0.049000
2.785157;1.276530;5.856696e-004;0.046000
2.423762;1.110891;5.856630e-004;0.051000
2.674438;1.225784;5.856565e-004;0.047000
2.923152;1.339778;5.856501e-004;0.043000
2.763246;1.266488;5.856438e-004;0.046000
3.003379;1.376549;5.856375e-004;0.042000
1.551393;0.711055;5.856313e-004;0.080000
1.779606;0.815653;5.856252e-004;0.072000
2.579460;1.182252;5.856192e-004;0.049000
2.549546;1.168542;5.856133e-004;0.051000
2.807838;1.286926;5.856074e-004;0.045000
2.861095;1.311335;5.856016e-004;0.044000
2.791237;1.279317;5.855959e-004;0.047000
2.758420;1.264276;5.855903e-004;0.047000
2.839243;1.301320;5.855848e-004;0.044000
2.546696;1.167236;5.855793e-004;0.051000
2.584273;1.184458;5.855739e-004;0.050000
2.886887;1.323156;5.855685e-004;0.043000
2.565859;1.176019;5.855633e-004;0.050000
1.596211;0.731596;5.855581e-004;0.081000
2.169423;0.994319;5.855529e-004;0.060000
2.751452;1.261082;5.855479e-004;0.046000
2.933200;1.344383;5.855429e-004;0.044000
2.826475;1.295468;5.855379e-004;0.044000
2.709868;1.242023;5.855331e-004;0.049000
2.624239;1.202776;5.855283e-004;0.050000
2.722898;1.247995;5.855235e-004;0.047000
2.667401;1.222559;5.855188e-004;0.050000
2.680816;1.228708;5.855188e-004;0.048000
2.864088;1.312707;5.855188e-004;0.046000
2.993788;1.372153;5.855188e-004;0.043000
2.736324;1.254149;5.855188e-004;0.046000
2.775496;1.272102;5.855188e-004;0.047000
2.780532;1.274411;5.855188e-004;0.047000
2.305174;1.056538;5.855188e-004;0.055000
2.266677;1.038894;5.855188e-004;0.056000
2.296418;1.052525;5.855188e-004;0.055000
2.939320;1.347188;5.855188e-004;0.045000
2.520553;1.155254;5.855188e-004;0.051000
2.139505;0.980606;5.855188e-004;0.060000
2.474354;1.134079;5.855188e-004;0.053000
2.832205;1.298094;5.855188e-004;0.046000
1.913887;0.877198;5.855188e-004;0.066000
2.327545;1.066792;5.855188e-004;0.055000
2.566047;1.176105;5.855188e-004;0.051000
2.797100;1.282004;5.855188e-004;0.046000
2.719989;1.246662;5.855188e-004;0.049000
2.596750;1.190177;5.855188e-004;0.050000
2.577150;1.181194;5.855188e-004;0.049000
2.794431;1.280781;5.855188e-004;0.047000
2.873063;1.316821;5.855188e-004;0.045000
2.567835;1.176924;5.855188e-004;0.049000
2.832205;1.298094;5.855188e-004;0.045000
2.759645;1.264837;5.855188e-004;0.047000
2.625383;1.203300;5.855188e-004;0.049000
2.402192;1.101005;5.855188e-004;0.053000
2.810372;1.288087;5.855188e-004;0.046000
2.615379;1.198716;5.855188e-004;0.050000
2.490039;1.141268;5.855188e-004;0.051000
2.573300;1.179429;5.855188e-004;0.049000
2.987019;1.369050;5.855188e-004;0.044000
2.514806;1.152619;5.855188e-004;0.051000
2.772110;1.270550;5.855188e-004;0.045000
2.545565;1.166717;5.855188e-004;0.051000
2.436466;1.116714;5.855188e-004;0.054000
2.605079;1.193994;5.855188e-004;0.051000
2.558053;1.172441;5.855188e-004;0.051000
2.410441;1.104786;5.855188e-004;0.053000
2.576784;1.181026;5.855188e-004;0.050000
2.312171;1.059745;5.855188e-004;0.056000
2.842084;1.302622;5.855188e-004;0.046000
2.589085;1.186664;5.855188e-004;0.050000
2.555660;1.171344;5.855188e-004;0.051000
2.762913;1.266335;5.855188e-004;0.047000
2.527308;1.158350;5.855188e-004;0.050000
2.649077;1.214160;5.855188e-004;0.049000
2.482171;1.137662;5.855188e-004;0.052000
2.758186;1.264169;5.855188e-004;0.046000
2.558004;1.172418;5.855188e-004;0.051000
2.653371;1.216128;5.855188e-004;0.048000
2.791265;1.279330;5.855188e-004;0.046000
2.888712;1.323993;5.855188e-004;0.045000
2.585149;1.184860;5.855188e-004;0.050000
2.652036;1.215516;5.855188e-004;0.049000
2.886593;1.323022;5.855188e-004;0.045000
2.723052;1.248066;5.855188e-004;0.047000
2.652863;1.215896;5.855188e-004;0.049000
2.539654;1.164008;5.855188e-004;0.051000
2.120690;0.971983;5.855188e-004;0.062000
2.838610;1.301030;5.855188e-004;0.046000
2.743787;1.257569;5.855188e-004;0.047000
2.779960;1.274148;5.855188e-004;0.047000
2.564525;1.175407;5.855188e-004;0.052000
2.632199;1.206425;5.855188e-004;0.050000
2.937469;1.346340;5.855188e-004;0.044000
2.778847;1.273638;5.855188e-004;0.046000
2.902182;1.330167;5.855188e-004;0.045000
