1.#INF00;1.#INF00;9.630622e-001;0.001000
1.#INF00;1.#INF00;8.975689e-001;0.001000
1.#INF00;1.#INF00;8.315985e-001;0.001000
1.#INF00;1.#INF00;7.689159e-001;0.000000
1.#INF00;1.#INF00;7.101997e-001;0.001000
1.#INF00;1.#INF00;6.556168e-001;0.000000
1.#INF00;1.#INF00;6.050065e-001;0.001000
1.#INF00;1.#INF00;5.581817e-001;0.001000
1.#INF00;1.#INF00;5.149084e-001;0.000000
1.#INF00;1.#INF00;4.749491e-001;0.000000
1.#INF00;1.#INF00;4.380712e-001;0.000000
1.#INF00;1.#INF00;4.040501e-001;0.001000
1.#INF00;1.#INF00;3.726735e-001;0.000000
1.#INF00;1.#INF00;3.437416e-001;0.001000
1.#INF00;1.#INF00;3.170676e-001;0.000000
1.#INF00;1.#INF00;2.924776e-001;0.000000
1.#INF00;1.#INF00;2.698098e-001;0.001000
1.#INF00;1.#INF00;2.489142e-001;0.000000
1.#INF00;1.#INF00;2.296522e-001;0.000000
1.#INF00;1.#INF00;2.118953e-001;0.000000
1.#INF00;1.#INF00;1.955251e-001;0.000000
1.#INF00;1.#INF00;1.804321e-001;0.001000
1.#INF00;1.#INF00;1.665155e-001;0.000000
1.#INF00;1.#INF00;1.536822e-001;0.001000
1.#INF00;1.#INF00;1.418465e-001;0.001000
1.#INF00;1.#INF00;1.309293e-001;0.001000
1.#INF00;1.#INF00;1.208579e-001;0.001000
1.#INF00;1.#INF00;1.115654e-001;0.001000
1.#INF00;1.#INF00;1.029902e-001;0.001000
1.#INF00;1.#INF00;9.507534e-002;0.000000
0.449701;0.206113;8.776877e-002;0.001000
1.#INF00;1.#INF00;8.102238e-002;0.000000
1.#INF00;1.#INF00;7.479195e-002;0.000000
1.#INF00;1.#INF00;6.903681e-002;0.001000
1.#INF00;1.#INF00;6.371951e-002;0.001000
1.#INF00;1.#INF00;5.880561e-002;0.000000
1.#INF00;1.#INF00;5.429964e-002;0.000000
0.566663;0.259721;5.017480e-002;0.001000
1.#INF00;1.#INF00;4.638035e-002;0.000000
0.490562;0.224841;4.286465e-002;0.001000
1.#INF00;1.#INF00;3.960627e-002;0.000000
1.#INF00;1.#INF00;3.658546e-002;0.001000
0.646898;0.296495;3.378405e-002;0.002000
1.#INF00;1.#INF00;3.118528e-002;0.001000
1.#INF00;1.#INF00;2.877371e-002;0.001000
0.690709;0.316575;2.653513e-002;0.000000
0.609311;0.279267;2.445641e-002;0.001000
1.#INF00;1.#INF00;2.252549e-002;0.000000
1.#INF00;1.#INF00;2.073122e-002;0.001000
1.#INF00;1.#INF00;1.915752e-002;0.001000
1.#INF00;1.#INF00;1.770192e-002;0.001000
1.#INF00;1.#INF00;1.634393e-002;0.000000
0.779446;0.357246;1.507649e-002;0.003000
0.812577;0.372431;1.389306e-002;0.002000
1.630679;0.747395;1.278763e-002;0.000000
1.#INF00;1.#INF00;1.175461e-002;0.000000
0.620975;0.284613;1.078886e-002;0.001000
1.#INF00;1.#INF00;9.885614e-003;0.000000
1.#INF00;1.#INF00;9.040460e-003;0.001000
0.768500;0.352229;8.378038e-003;0.001000
1.#INF00;1.#INF00;7.784286e-003;0.001000
0.931845;0.427096;7.318876e-003;0.000000
1.#INF00;1.#INF00;6.982710e-003;0.000000
0.956194;0.438255;6.936540e-003;0.001000
0.799813;0.366581;6.977142e-003;0.001000
1.#INF00;1.#INF00;7.002898e-003;0.000000
1.#INF00;1.#INF00;7.033377e-003;0.001000
0.793286;0.363589;7.073208e-003;0.001000
0.999103;0.457922;7.100405e-003;0.001000
1.046831;0.479798;7.116395e-003;0.002000
0.877935;0.402387;7.122472e-003;0.001000
1.077765;0.493976;7.119882e-003;0.001000
1.#INF00;1.#INF00;7.136431e-003;0.001000
1.#INF00;1.#INF00;7.144360e-003;0.000000
1.#INF00;1.#INF00;7.144677e-003;0.001000
1.#INF00;1.#INF00;7.138297e-003;0.001000
1.#INF00;1.#INF00;7.126048e-003;0.000000
1.041897;0.477536;7.108677e-003;0.001000
1.#INF00;1.#INF00;7.086860e-003;0.001000
0.596417;0.273358;7.061207e-003;0.003000
0.850907;0.389999;7.032266e-003;0.003000
1.#INF00;1.#INF00;7.000533e-003;0.001000
0.624331;0.286152;6.966453e-003;0.001000
1.151628;0.527830;6.930425e-003;0.001000
1.047754;0.480221;6.892806e-003;0.001000
1.282449;0.587789;6.853918e-003;0.001000
1.269380;0.581799;6.814047e-003;0.001000
0.637990;0.292412;6.773447e-003;0.004000
1.#INF00;1.#INF00;6.732347e-003;0.001000
1.#INF00;1.#INF00;6.690946e-003;0.001000
1.#INF00;1.#INF00;6.649424e-003;0.001000
1.#INF00;1.#INF00;6.607938e-003;0.001000
1.#INF00;1.#INF00;6.566626e-003;0.000000
1.414148;0.648151;6.525609e-003;0.001000
1.183541;0.542456;6.484992e-003;0.001000
1.190108;0.545466;6.444867e-003;0.001000
1.401956;0.642563;6.405313e-003;0.001000
1.#INF00;1.#INF00;6.366396e-003;0.001000
1.039823;0.476586;6.328173e-003;0.001000
1.441011;0.660464;6.290693e-003;0.001000
1.519457;0.696418;6.253995e-003;0.000000
1.012509;0.464067;6.218111e-003;0.001000
1.548065;0.709530;6.183066e-003;0.000000
1.031061;0.472570;6.148879e-003;0.002000
1.578124;0.723307;6.115566e-003;0.000000
1.#INF00;1.#INF00;6.083134e-003;0.000000
1.611649;0.738672;6.051591e-003;0.000000
1.128138;0.517063;6.020936e-003;0.002000
1.638243;0.750862;5.991169e-003;0.000000
1.646586;0.754685;5.962285e-003;0.002000
1.670298;0.765553;5.934276e-003;0.000000
1.684943;0.772265;5.909525e-003;0.002000
1.#INF00;1.#INF00;5.886585e-003;0.000000
1.697978;0.778240;5.864354e-003;0.001000
1.259167;0.577118;5.842826e-003;0.001000
1.745119;0.799846;5.821987e-003;0.000000
1.#INF00;1.#INF00;5.801828e-003;0.002000
1.775208;0.813637;5.782336e-003;0.001000
1.283090;0.588083;5.763497e-003;0.001000
1.792863;0.821729;5.745297e-003;0.002000
1.590943;0.729182;5.727722e-003;0.001000
1.580312;0.724310;5.710756e-003;0.001000
1.#INF00;1.#INF00;5.694385e-003;0.001000
1.878499;0.860979;5.678594e-003;0.001000
1.843488;0.844932;5.663366e-003;0.001000
1.337704;0.613114;5.648687e-003;0.001000
1.897447;0.869663;5.634540e-003;0.001000
1.925649;0.882589;5.620910e-003;0.001000
0.962749;0.441260;5.607781e-003;0.003000
1.#INF00;1.#INF00;5.595139e-003;0.001000
1.#INF00;1.#INF00;5.582967e-003;0.001000
1.490973;0.683363;5.571252e-003;0.001000
1.563460;0.716586;5.559979e-003;0.001000
1.953778;0.895481;5.549132e-003;0.001000
2.030958;0.930856;5.538698e-003;0.002000
2.031912;0.931293;5.528664e-003;0.001000
1.980081;0.907537;5.519014e-003;0.001000
2.023825;0.927586;5.509737e-003;0.002000
1.405065;0.643988;5.500819e-003;0.001000
2.106682;0.965563;5.492247e-003;0.000000
2.094182;0.959833;5.484010e-003;0.001000
1.466973;0.672363;5.476095e-003;0.001000
2.072514;0.949902;5.468490e-003;0.002000
1.245662;0.570928;5.461185e-003;0.001000
1.413263;0.647745;5.454168e-003;0.002000
2.198546;1.007667;5.447429e-003;0.001000
1.#INF00;1.#INF00;5.440958e-003;0.001000
1.#INF00;1.#INF00;5.434744e-003;0.001000
2.244259;1.028619;5.428778e-003;0.002000
2.145302;0.983263;5.423050e-003;0.001000
1.789096;0.820002;5.417552e-003;0.002000
2.086172;0.956162;5.412274e-003;0.002000
1.948174;0.892913;5.407209e-003;0.002000
2.229883;1.022030;5.402347e-003;0.001000
2.315232;1.061148;5.397682e-003;0.001000
2.150807;0.985786;5.397682e-003;0.002000
2.313584;1.060393;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.001000
2.327388;1.066720;5.397682e-003;0.000000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
2.290758;1.049931;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.002000
2.341358;1.073122;5.397682e-003;0.001000
2.317984;1.062409;5.397682e-003;0.002000
2.331840;1.068760;5.397682e-003;0.000000
2.331840;1.068760;5.397682e-003;0.000000
1.887315;0.865019;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.717161;0.787032;5.397682e-003;0.002000
2.297775;1.053147;5.397682e-003;0.001000
2.331840;1.068760;5.397682e-003;0.001000
1.999130;0.916268;5.397682e-003;0.001000
2.248503;1.030564;5.397682e-003;0.002000
1.949182;0.893375;5.397682e-003;0.001000
2.341358;1.073122;5.397682e-003;0.001000
2.327388;1.066720;5.397682e-003;0.000000
2.193378;1.005298;5.397682e-003;0.002000
2.315232;1.061148;5.397682e-003;0.001000
2.315782;1.061400;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.002000
2.315782;1.061400;5.397682e-003;0.002000
2.023606;0.927486;5.397682e-003;0.001000
2.329612;1.067739;5.397682e-003;0.000000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.980454;0.907708;5.397682e-003;0.002000
2.325169;1.065702;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
2.244363;1.028666;5.397682e-003;0.002000
1.165920;0.534380;5.397682e-003;0.001000
1.679889;0.769949;5.397682e-003;0.002000
1.632640;0.748293;5.397682e-003;0.002000
2.315782;1.061400;5.397682e-003;0.001000
2.317984;1.062409;5.397682e-003;0.001000
2.331840;1.068760;5.397682e-003;0.003000
2.331840;1.068760;5.397682e-003;0.000000
1.#INF00;1.#INF00;5.397682e-003;0.002000
2.028658;0.929801;5.397682e-003;0.002000
2.329612;1.067739;5.397682e-003;0.001000
2.327388;1.066720;5.397682e-003;0.001000
4.353463;1.995337;5.397682e-003;0.001000
2.306470;1.057132;5.397682e-003;0.001000
1.163694;0.533360;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.000000
2.238182;1.025833;5.397682e-003;0.003000
1.550112;0.710468;5.397682e-003;0.002000
1.161892;0.532534;5.397682e-003;0.003000
2.320190;1.063420;5.397682e-003;0.001000
4.612941;2.114265;5.397682e-003;0.001000
1.655927;0.758967;5.397682e-003;0.002000
2.162732;0.991252;5.397682e-003;0.001000
2.231013;1.022548;5.397682e-003;0.001000
2.292912;1.050918;5.397682e-003;0.003000
2.332398;1.069016;5.397682e-003;0.001000
2.216308;1.015808;5.397682e-003;0.002000
1.641986;0.752577;5.397682e-003;0.001000
2.083709;0.955033;5.397682e-003;0.002000
2.322400;1.064433;5.397682e-003;0.001000
1.976841;0.906052;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.002000
1.334030;0.611430;5.397682e-003;0.001000
2.248503;1.030564;5.397682e-003;0.001000
2.240238;1.026776;5.397682e-003;0.001000
2.332398;1.069016;5.397682e-003;0.000000
2.322400;1.064433;5.397682e-003;0.001000
2.310843;1.059136;5.397682e-003;0.002000
1.818001;0.833250;5.397682e-003;0.002000
2.327388;1.066720;5.397682e-003;0.000000
1.803543;0.826624;5.397682e-003;0.001000
2.242299;1.027720;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.002000
0.762035;0.349266;5.397682e-003;0.005000
2.306470;1.057132;5.397682e-003;0.001000
2.094449;0.959956;5.397682e-003;0.001000
2.327388;1.066720;5.397682e-003;0.001000
2.331840;1.068760;5.397682e-003;0.000000
4.337970;1.988236;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.154464;0.529129;5.397682e-003;0.003000
1.670393;0.765597;5.397682e-003;0.001000
1.962124;0.899307;5.397682e-003;0.001000
2.310843;1.059136;5.397682e-003;0.001000
2.331840;1.068760;5.397682e-003;0.002000
2.317984;1.062409;5.397682e-003;0.002000
1.191709;0.546200;5.397682e-003;0.001000
2.329612;1.067739;5.397682e-003;0.000000
2.146546;0.983833;5.397682e-003;0.003000
2.048258;0.938785;5.397682e-003;0.002000
1.404950;0.643935;5.397682e-003;0.001000
2.331840;1.068760;5.397682e-003;0.001000
1.491322;0.683523;5.397682e-003;0.001000
1.644201;0.753592;5.397682e-003;0.001000
1.251348;0.573535;5.397682e-003;0.001000
1.039301;0.476346;5.397682e-003;0.002000
2.322400;1.064433;5.397682e-003;0.002000
1.849726;0.847791;5.397682e-003;0.002000
1.699801;0.779075;5.397682e-003;0.001000
2.006122;0.919472;5.397682e-003;0.002000
4.632664;2.123304;5.397682e-003;0.002000
2.032039;0.931351;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.546916;0.709003;5.397682e-003;0.002000
1.846574;0.846346;5.397682e-003;0.002000
2.332398;1.069016;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
2.267850;1.039431;5.397682e-003;0.002000
2.334073;1.069783;5.397682e-003;0.001000
1.556297;0.713303;5.397682e-003;0.001000
1.932572;0.885762;5.397682e-003;0.001000
2.332398;1.069016;5.397682e-003;0.001000
2.331840;1.068760;5.397682e-003;0.001000
1.814956;0.831855;5.397682e-003;0.001000
1.749508;0.801858;5.397682e-003;0.002000
1.306856;0.598976;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.540805;0.706202;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
2.246431;1.029614;5.397682e-003;0.001000
2.310843;1.059136;5.397682e-003;0.001000
2.208278;1.012128;5.397682e-003;0.002000
1.166060;0.534444;5.397682e-003;0.002000
1.007725;0.461874;5.397682e-003;0.002000
1.166618;0.534700;5.397682e-003;0.001000
2.304290;1.056133;5.397682e-003;0.002000
1.158441;0.530952;5.397682e-003;0.003000
2.334073;1.069783;5.397682e-003;0.002000
2.327388;1.066720;5.397682e-003;0.001000
2.332398;1.069016;5.397682e-003;0.000000
2.331840;1.068760;5.397682e-003;0.001000
1.624751;0.744678;5.397682e-003;0.001000
2.044822;0.937210;5.397682e-003;0.002000
1.714444;0.785787;5.397682e-003;0.001000
2.086830;0.956464;5.397682e-003;0.002000
1.697138;0.777855;5.397682e-003;0.001000
1.553075;0.711826;5.397682e-003;0.002000
1.610264;0.738038;5.397682e-003;0.002000
1.088487;0.498890;5.397682e-003;0.003000
1.#INF00;1.#INF00;5.397682e-003;0.002000
2.044822;0.937210;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
2.320190;1.063420;5.397682e-003;0.001000
1.166060;0.534444;5.397682e-003;0.001000
1.542999;0.707208;5.397682e-003;0.001000
1.067049;0.489064;5.397682e-003;0.002000
2.295611;1.052155;5.397682e-003;0.002000
2.331840;1.068760;5.397682e-003;0.001000
2.304290;1.056133;5.397682e-003;0.002000
1.144841;0.524719;5.397682e-003;0.002000
2.057767;0.943143;5.397682e-003;0.001000
1.099781;0.504066;5.397682e-003;0.006000
1.528489;0.700557;5.397682e-003;0.001000
1.613461;0.739503;5.397682e-003;0.002000
2.332398;1.069016;5.397682e-003;0.000000
1.393108;0.638508;5.397682e-003;0.001000
2.331840;1.068760;5.397682e-003;0.002000
2.320190;1.063420;5.397682e-003;0.002000
1.#INF00;1.#INF00;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.001000
2.210280;1.013045;5.397682e-003;0.002000
1.766623;0.809702;5.397682e-003;0.002000
1.945682;0.891771;5.397682e-003;0.001000
2.339112;1.072093;5.397682e-003;0.001000
1.#INF00;1.#INF00;5.397682e-003;0.002000
